date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note,fireCount,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_max,surface_pressure_mean
2022-04-01,Punjab,Amritsar,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,25.2,33.2,17.5,40,0.0,11.5,980.0
2022-04-01,Punjab,Bathinda,1.0,PM10,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.8,36.0,18.8,25,0.0,16.6,983.4
2022-04-01,Punjab,Jalandhar,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,23.4,32.1,14.6,51,0.0,12.5,979.0
2022-04-01,Punjab,Ludhiana,1.0,PM10,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,25.8,34.8,17.5,35,0.0,15.1,978.1
2022-04-01,Punjab,Patiala,1.0,PM10,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.4,36.4,19.3,30,0.0,17.9,977.4
2022-04-01,Punjab,Rupnagar,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,25.0,33.9,17.5,49,0.0,15.7,976.2
2022-04-02,Punjab,Amritsar,1.0,PM10,116.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,24.5,33.7,16.2,51,0.0,13.0,980.5
2022-04-02,Punjab,Bathinda,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.9,37.3,17.8,30,0.0,15.9,983.3
2022-04-02,Punjab,Jalandhar,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,24.6,34.5,16.0,53,0.0,10.4,979.7
2022-04-02,Punjab,Ludhiana,1.0,PM10,165.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.1,37.1,16.8,42,0.0,14.0,978.8
2022-04-02,Punjab,Patiala,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,27.9,37.4,18.2,36,0.0,14.1,978.5
2022-04-02,Punjab,Rupnagar,1.0,PM10,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,25.3,35.4,14.0,42,0.0,11.2,977.6
2022-04-03,Punjab,Amritsar,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,24.7,33.5,18.3,51,0.0,12.8,980.7
2022-04-03,Punjab,Bathinda,1.0,PM10,87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.8,37.5,19.5,25,0.0,12.9,983.0
2022-04-03,Punjab,Jalandhar,1.0,PM10,76.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,25.1,35.4,17.2,38,0.0,14.6,979.6
2022-04-03,Punjab,Ludhiana,1.0,PM10,152.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.7,38.5,18.3,24,0.0,15.0,978.5
2022-04-03,Punjab,Patiala,1.0,O3,177.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.7,38.0,20.7,22,0.0,13.4,978.1
2022-04-03,Punjab,Rupnagar,1.0,PM10,153.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,26.4,36.6,16.9,29,0.0,14.5,977.2
2022-04-04,Punjab,Amritsar,1.0,PM10,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,25.8,35.1,16.9,44,0.0,10.4,980.9
2022-04-04,Punjab,Bathinda,1.0,PM10,84.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.9,37.2,19.3,32,0.0,13.1,984.0
2022-04-04,Punjab,Jalandhar,1.0,PM10,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,25.9,34.7,16.6,40,0.0,13.3,979.8
2022-04-04,Punjab,Ludhiana,1.0,PM10,140.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.4,36.9,18.1,29,0.0,16.6,978.8
2022-04-04,Punjab,Patiala,1.0,PM10,160.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.8,37.9,18.1,27,0.0,17.6,977.9
2022-04-04,Punjab,Rupnagar,1.0,PM10,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,25.8,35.7,15.4,33,0.0,17.7,977.0
2022-04-05,Punjab,Amritsar,1.0,PM10,111.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.9,35.3,18.9,36,0.0,8.6,983.6
2022-04-05,Punjab,Bathinda,1.0,PM10,87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.8,37.7,21.5,25,0.0,11.2,986.6
2022-04-05,Punjab,Jalandhar,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,26.1,34.9,18.2,40,0.0,11.8,982.5
2022-04-05,Punjab,Ludhiana,1.0,PM10,116.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.9,37.0,17.7,31,0.0,14.7,981.6
2022-04-05,Punjab,Patiala,1.0,O3,157.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.0,38.0,18.4,29,0.0,15.5,980.8
2022-04-05,Punjab,Rupnagar,1.0,PM10,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,25.9,36.1,15.0,36,0.0,18.4,979.9
2022-04-06,Punjab,Amritsar,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.5,36.0,17.6,38,0.0,10.8,983.3
2022-04-06,Punjab,Bathinda,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.7,38.5,19.3,24,0.0,12.3,986.4
2022-04-06,Punjab,Jalandhar,1.0,PM10,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,26.5,35.3,16.3,43,0.0,12.9,982.3
2022-04-06,Punjab,Ludhiana,1.0,PM10,131.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.7,37.8,17.7,32,0.0,17.4,981.4
2022-04-06,Punjab,Patiala,1.0,O3,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.7,38.3,19.6,28,0.0,18.8,980.6
2022-04-06,Punjab,Rupnagar,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,26.5,36.2,17.0,37,0.0,19.6,979.7
2022-04-07,Punjab,Amritsar,1.0,PM10,138.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.8,37.4,19.4,36,0.0,13.0,982.4
2022-04-07,Punjab,Jalandhar,1.0,PM10,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.3,36.5,19.0,45,0.0,12.1,981.5
2022-04-07,Punjab,Ludhiana,1.0,PM10,163.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.2,39.3,19.5,33,0.0,18.1,980.5
2022-04-07,Punjab,Patiala,1.0,PM10,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.5,39.5,19.8,29,0.0,18.6,979.8
2022-04-07,Punjab,Rupnagar,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.4,37.6,18.7,36,0.0,20.0,978.9
2022-04-08,Punjab,Amritsar,1.0,PM10,143.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.0,37.2,18.2,42,0.0,12.1,980.0
2022-04-08,Punjab,Bathinda,1.0,PM10,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.8,40.0,19.6,24,0.0,10.7,982.9
2022-04-08,Punjab,Jalandhar,1.0,PM10,149.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,27.5,37.1,18.0,49,0.0,8.8,979.0
2022-04-08,Punjab,Ludhiana,1.0,PM10,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.5,40.0,19.2,35,0.0,16.3,978.0
2022-04-08,Punjab,Patiala,1.0,PM10,140.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.1,40.4,19.9,29,0.0,16.1,977.5
2022-04-08,Punjab,Rupnagar,1.0,PM10,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.2,38.1,18.3,33,0.0,17.1,976.6
2022-04-09,Punjab,Amritsar,1.0,PM10,143.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.2,37.1,18.6,52,0.0,9.8,978.6
2022-04-09,Punjab,Bathinda,1.0,PM10,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.8,41.1,21.8,24,0.0,12.6,981.2
2022-04-09,Punjab,Jalandhar,1.0,PM10,135.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.4,37.8,19.0,42,0.0,11.5,977.6
2022-04-09,Punjab,Ludhiana,1.0,PM10,153.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.3,40.5,20.2,31,0.0,18.0,976.5
2022-04-09,Punjab,Patiala,1.0,O3,154.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,31.7,41.0,21.4,23,0.0,17.2,975.9
2022-04-09,Punjab,Rupnagar,1.0,PM10,178.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.7,38.2,17.7,31,0.0,13.5,975.1
2022-04-10,Punjab,Amritsar,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.9,38.2,19.9,41,0.0,10.7,977.9
2022-04-10,Punjab,Bathinda,1.0,PM10,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,31.7,41.1,21.3,27,0.0,14.0,980.9
2022-04-10,Punjab,Jalandhar,1.0,PM10,137.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.6,38.0,20.2,43,0.0,14.0,976.9
2022-04-10,Punjab,Ludhiana,1.0,PM2.5,138.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.9,40.0,20.2,35,0.0,17.3,975.9
2022-04-10,Punjab,Patiala,1.0,PM2.5,160.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,31.4,40.6,21.6,26,0.0,20.9,975.3
2022-04-10,Punjab,Rupnagar,1.0,PM10,142.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.6,38.5,17.8,35,0.0,20.0,974.4
2022-04-11,Punjab,Amritsar,1.0,PM10,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.7,38.5,20.1,46,0.0,11.8,976.6
2022-04-11,Punjab,Jalandhar,1.0,PM10,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.7,38.5,19.0,44,0.0,12.2,975.7
2022-04-11,Punjab,Patiala,1.0,PM10,129.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,31.7,41.4,21.7,26,0.0,15.5,974.4
2022-04-11,Punjab,Rupnagar,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.1,39.6,20.0,30,0.0,16.1,973.4
2022-04-12,Punjab,Amritsar,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.3,37.4,22.8,38,0.0,11.9,975.7
2022-04-12,Punjab,Bathinda,1.0,PM10,108.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,31.9,39.1,24.8,18,0.0,16.9,979.1
2022-04-12,Punjab,Jalandhar,1.0,PM10,174.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.9,38.5,22.0,33,0.0,12.9,975.1
2022-04-12,Punjab,Ludhiana,1.0,PM2.5,201.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,31.5,40.2,23.1,24,0.0,15.1,974.3
2022-04-12,Punjab,Patiala,1.0,PM10,153.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,31.9,40.1,23.9,23,0.0,12.1,974.2
2022-04-12,Punjab,Rupnagar,1.0,PM10,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.9,39.4,20.2,28,0.0,14.9,973.3
2022-04-13,Punjab,Amritsar,1.0,PM10,137.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.9,37.4,21.0,35,0.0,16.3,976.3
2022-04-13,Punjab,Bathinda,1.0,PM2.5,185.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.6,38.9,22.1,18,0.0,14.7,978.9
2022-04-13,Punjab,Jalandhar,1.0,PM10,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.4,37.7,22.5,38,0.1,19.2,975.4
2022-04-13,Punjab,Ludhiana,1.0,PM10,166.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.4,38.3,22.4,34,0.0,17.3,974.4
2022-04-13,Punjab,Patiala,1.0,PM10,181.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,31.6,38.8,23.4,36,0.0,12.8,974.0
2022-04-14,Punjab,Amritsar,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.0,35.3,20.3,37,0.1,16.9,976.6
2022-04-14,Punjab,Bathinda,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,30.9,38.7,22.7,19,0.0,20.9,979.1
2022-04-14,Punjab,Jalandhar,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.4,36.9,20.0,31,0.0,19.1,975.5
2022-04-14,Punjab,Ludhiana,1.0,PM10,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.5,39.0,21.1,26,0.0,24.6,974.4
2022-04-14,Punjab,Patiala,1.0,PM10,142.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.9,38.9,24.2,23,0.0,23.8,973.9
2022-04-14,Punjab,Rupnagar,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.9,36.2,22.5,25,0.0,17.1,973.3
2022-04-15,Punjab,Amritsar,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,26.8,34.5,19.0,38,0.0,15.9,977.0
2022-04-15,Punjab,Bathinda,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.6,36.4,22.3,23,0.0,17.0,979.3
2022-04-15,Punjab,Jalandhar,1.0,PM10,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.0,34.4,20.7,35,0.6,12.9,975.9
2022-04-15,Punjab,Ludhiana,1.0,PM10,118.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.5,35.3,20.6,28,0.0,21.8,974.8
2022-04-15,Punjab,Patiala,1.0,O3,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.3,37.0,21.7,25,0.3,23.7,974.1
2022-04-15,Punjab,Rupnagar,1.0,PM10,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.7,35.8,20.6,29,0.0,21.6,973.3
2022-04-16,Punjab,Amritsar,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,27.5,36.4,18.7,38,0.0,14.0,976.4
2022-04-16,Punjab,Bathinda,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.5,38.1,22.0,24,0.0,14.0,979.2
2022-04-16,Punjab,Jalandhar,1.0,PM10,123.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.4,36.1,18.8,35,0.0,14.8,975.4
2022-04-16,Punjab,Ludhiana,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,29.6,37.3,20.1,27,0.0,15.9,974.5
2022-04-16,Punjab,Patiala,1.0,O3,111.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.7,37.5,20.8,25,0.0,16.6,973.9
2022-04-16,Punjab,Rupnagar,1.0,PM10,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.7,35.8,18.5,33,0.0,12.6,973.0
2022-04-17,Punjab,Amritsar,1.0,PM10,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.9,37.1,18.9,40,0.0,12.3,977.2
2022-04-17,Punjab,Bathinda,1.0,PM10,87.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,31.8,39.7,23.1,21,0.0,12.9,979.8
2022-04-17,Punjab,Jalandhar,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.2,37.2,18.9,35,0.0,13.0,976.2
2022-04-17,Punjab,Ludhiana,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,29.9,38.9,19.6,27,0.0,14.7,975.2
2022-04-17,Punjab,Patiala,1.0,O3,159.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.7,39.2,20.7,24,0.0,15.6,974.6
2022-04-17,Punjab,Rupnagar,1.0,PM10,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.0,37.3,18.1,33,0.0,13.8,973.8
2022-04-18,Punjab,Amritsar,1.0,PM10,109.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.0,38.4,20.4,41,0.0,9.7,978.9
2022-04-18,Punjab,Bathinda,1.0,PM10,88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,32.5,40.5,22.8,23,0.0,13.5,981.8
2022-04-18,Punjab,Jalandhar,1.0,PM10,145.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,29.5,39.0,19.7,35,0.0,13.6,978.0
2022-04-18,Punjab,Ludhiana,1.0,O3,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0,31.6,40.6,22.2,26,0.0,20.1,976.9
2022-04-18,Punjab,Patiala,1.0,O3,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,32.0,40.9,22.0,23,0.0,14.0,976.3
2022-04-18,Punjab,Rupnagar,1.0,PM10,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.2,39.3,18.5,33,0.0,17.2,975.3
2022-04-19,Punjab,Amritsar,1.0,PM10,197.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,29.9,38.3,21.8,35,0.0,16.2,980.7
2022-04-19,Punjab,Bathinda,1.0,PM10,184.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,33.2,41.1,24.9,21,0.0,17.7,983.6
2022-04-19,Punjab,Jalandhar,1.0,PM10,221.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,30.1,38.7,21.6,34,0.0,17.9,979.5
2022-04-19,Punjab,Ludhiana,1.0,PM10,154.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,31.8,41.5,23.9,26,0.0,23.0,978.4
2022-04-19,Punjab,Patiala,1.0,PM10,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,33.1,41.6,23.7,21,0.0,22.0,977.8
2022-04-19,Punjab,Rupnagar,1.0,PM10,142.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.9,39.5,21.2,28,0.0,22.6,976.9
2022-04-20,Punjab,Amritsar,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,30.0,38.2,22.0,31,0.0,24.3,979.3
2022-04-20,Punjab,Bathinda,1.0,PM10,199.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,32.9,40.1,25.8,22,0.0,18.3,982.2
2022-04-20,Punjab,Jalandhar,1.0,PM10,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,29.9,37.9,22.7,33,0.0,16.7,978.2
2022-04-20,Punjab,Ludhiana,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,31.4,39.6,23.2,27,0.0,20.9,977.1
2022-04-20,Punjab,Patiala,1.0,PM10,163.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,11.0,32.3,40.2,24.6,24,0.0,18.5,976.4
2022-04-20,Punjab,Rupnagar,1.0,PM10,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.1,38.6,19.7,30,0.0,20.4,975.5
2022-04-21,Punjab,Amritsar,1.0,PM10,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.2,36.0,21.4,34,1.8,20.9,979.8
2022-04-21,Punjab,Bathinda,1.0,PM10,267.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,31.3,38.3,24.5,23,0.0,23.1,982.4
2022-04-21,Punjab,Jalandhar,1.0,PM10,146.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.6,36.8,22.4,30,0.2,20.0,978.8
2022-04-21,Punjab,Ludhiana,1.0,PM10,128.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.7,36.8,23.6,28,0.0,24.2,977.9
2022-04-21,Punjab,Patiala,1.0,PM10,157.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,29.1,35.6,23.7,29,0.0,25.8,977.6
2022-04-22,Punjab,Amritsar,1.0,PM10,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.5,35.0,19.6,36,0.0,12.7,982.1
2022-04-22,Punjab,Bathinda,1.0,PM10,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0,29.7,36.9,21.7,28,0.0,13.8,984.5
2022-04-22,Punjab,Jalandhar,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0,27.3,35.0,19.0,38,0.0,15.1,980.8
2022-04-22,Punjab,Ludhiana,1.0,PM10,94.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,28.3,36.2,19.7,34,0.0,15.5,979.7
2022-04-22,Punjab,Patiala,1.0,PM10,119.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.7,37.1,19.5,32,0.0,15.5,978.8
2022-04-22,Punjab,Rupnagar,1.0,PM10,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.2,35.8,18.8,36,0.0,18.2,978.0
2022-04-23,Punjab,Amritsar,1.0,NO2,96.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,27.5,35.6,20.3,36,0.0,13.0,981.9
2022-04-23,Punjab,Bathinda,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,30.1,37.5,23.1,25,0.0,16.7,984.7
2022-04-23,Punjab,Jalandhar,1.0,PM10,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,27.9,35.7,19.4,35,0.0,16.8,980.6
2022-04-23,Punjab,Ludhiana,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0,28.8,37.2,21.1,30,0.0,17.7,979.5
2022-04-23,Punjab,Patiala,1.0,PM10,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,30.0,38.3,21.4,24,0.0,17.7,978.7
2022-04-23,Punjab,Rupnagar,1.0,PM10,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.0,36.9,18.3,36,0.0,20.4,977.8
2022-04-24,Punjab,Amritsar,1.0,NO2,140.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,15.0,28.0,36.5,19.6,34,0.0,14.5,979.7
2022-04-24,Punjab,Jalandhar,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,31.0,27.9,36.1,18.9,34,0.0,18.1,978.4
2022-04-24,Punjab,Ludhiana,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,8.0,29.4,37.6,21.1,28,0.0,19.9,977.4
2022-04-24,Punjab,Patiala,1.0,PM10,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,15.0,30.7,38.4,22.6,22,0.0,24.5,976.7
2022-04-24,Punjab,Rupnagar,1.0,PM10,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0,28.3,36.6,19.1,31,0.0,21.9,975.7
2022-04-25,Punjab,Amritsar,1.0,NO2,115.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0,28.8,37.4,21.3,33,0.0,20.5,977.9
2022-04-25,Punjab,Bathinda,1.0,PM2.5,194.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0,30.2,39.1,23.9,28,0.6,32.2,981.0
2022-04-25,Punjab,Jalandhar,1.0,PM10,136.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,12.0,28.9,36.7,20.7,33,0.0,18.4,977.0
2022-04-25,Punjab,Ludhiana,1.0,PM10,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0,30.2,38.6,21.3,27,0.0,22.6,976.0
2022-04-25,Punjab,Patiala,1.0,PM10,140.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0,30.8,39.6,22.6,24,0.0,29.7,975.5
