date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note,fireCount
2022-06-19,Punjab,Patiala,1.0,PM10,46.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-19,Punjab,Rupnagar,1.0,PM10,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-20,Punjab,Amritsar,1.0,NO2,66.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-20,Punjab,Bathinda,1.0,PM10,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-20,Punjab,Jalandhar,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-20,Punjab,Ludhiana,1.0,PM10,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-20,Punjab,Patiala,1.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-20,Punjab,Rupnagar,1.0,PM10,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-21,Punjab,Amritsar,1.0,NO2,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-21,Punjab,Bathinda,1.0,PM10,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-21,Punjab,Jalandhar,1.0,PM10,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-21,Punjab,Ludhiana,1.0,PM2.5,134.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-21,Punjab,Patiala,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-21,Punjab,Rupnagar,1.0,PM10,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-22,Punjab,Amritsar,1.0,O3,184.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-22,Punjab,Bathinda,1.0,PM10,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-22,Punjab,Jalandhar,1.0,PM10,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-22,Punjab,Ludhiana,1.0,PM10,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-22,Punjab,Patiala,1.0,PM10,72.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-22,Punjab,Rupnagar,1.0,PM10,88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-23,Punjab,Amritsar,1.0,O3,152.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-23,Punjab,Bathinda,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-23,Punjab,Jalandhar,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-23,Punjab,Ludhiana,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-23,Punjab,Patiala,1.0,PM10,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-23,Punjab,Rupnagar,1.0,PM10,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-24,Punjab,Amritsar,1.0,O3,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-24,Punjab,Bathinda,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-24,Punjab,Jalandhar,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-24,Punjab,Ludhiana,1.0,O3,180.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-24,Punjab,Patiala,1.0,PM10,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-24,Punjab,Rupnagar,1.0,PM10,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-25,Punjab,Amritsar,1.0,O3,217.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-25,Punjab,Bathinda,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-25,Punjab,Jalandhar,1.0,PM10,104.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-25,Punjab,Ludhiana,1.0,PM10,146.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-25,Punjab,Patiala,1.0,PM10,104.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-25,Punjab,Rupnagar,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-26,Punjab,Amritsar,1.0,O3,177.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-26,Punjab,Bathinda,1.0,PM10,208.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-26,Punjab,Jalandhar,1.0,PM10,118.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-26,Punjab,Ludhiana,1.0,PM2.5,240.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-26,Punjab,Patiala,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-26,Punjab,Rupnagar,1.0,PM10,94.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-27,Punjab,Amritsar,1.0,O3,181.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-27,Punjab,Bathinda,1.0,PM10,157.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-27,Punjab,Jalandhar,1.0,O3,119.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-27,Punjab,Ludhiana,1.0,PM10,137.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-27,Punjab,Patiala,1.0,PM10,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-27,Punjab,Rupnagar,1.0,PM10,96.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-28,Punjab,Amritsar,1.0,O3,216.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-28,Punjab,Bathinda,1.0,PM10,70.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-28,Punjab,Jalandhar,1.0,PM10,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-28,Punjab,Ludhiana,1.0,PM10,159.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-28,Punjab,Patiala,1.0,PM10,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-28,Punjab,Rupnagar,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-29,Punjab,Amritsar,1.0,PM2.5,244.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-29,Punjab,Bathinda,1.0,PM10,85.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-29,Punjab,Jalandhar,1.0,PM10,139.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-29,Punjab,Ludhiana,1.0,PM10,175.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-29,Punjab,Patiala,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-29,Punjab,Rupnagar,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-30,Punjab,Amritsar,1.0,O3,224.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-30,Punjab,Bathinda,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-30,Punjab,Jalandhar,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-30,Punjab,Ludhiana,1.0,PM10,131.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-30,Punjab,Patiala,1.0,PM10,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-06-30,Punjab,Rupnagar,1.0,CO,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-01,Punjab,Amritsar,1.0,O3,180.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-01,Punjab,Bathinda,1.0,PM10,45.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-01,Punjab,Jalandhar,1.0,CO,29.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-01,Punjab,Ludhiana,1.0,CO,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-01,Punjab,Patiala,1.0,CO,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-01,Punjab,Rupnagar,1.0,PM10,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-02,Punjab,Amritsar,1.0,O3,183.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-02,Punjab,Bathinda,1.0,PM10,43.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-02,Punjab,Jalandhar,1.0,PM10,56.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-02,Punjab,Ludhiana,1.0,PM10,119.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-02,Punjab,Patiala,1.0,CO,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-02,Punjab,Rupnagar,1.0,PM10,107.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-03,Punjab,Amritsar,1.0,O3,182.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-03,Punjab,Bathinda,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-03,Punjab,Jalandhar,1.0,PM10,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-03,Punjab,Ludhiana,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-03,Punjab,Patiala,1.0,PM10,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-03,Punjab,Rupnagar,1.0,PM10,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-04,Punjab,Amritsar,1.0,O3,113.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-04,Punjab,Bathinda,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-04,Punjab,Jalandhar,1.0,O3,43.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-04,Punjab,Ludhiana,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-04,Punjab,Patiala,1.0,CO,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-04,Punjab,Rupnagar,1.0,PM10,106.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-05,Punjab,Amritsar,1.0,PM2.5,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-05,Punjab,Bathinda,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-05,Punjab,Jalandhar,1.0,PM10,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-05,Punjab,Ludhiana,1.0,PM10,125.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-05,Punjab,Patiala,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-05,Punjab,Rupnagar,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-06,Punjab,Amritsar,1.0,PM2.5,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-06,Punjab,Bathinda,1.0,PM10,109.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-06,Punjab,Jalandhar,1.0,PM10,98.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-06,Punjab,Ludhiana,1.0,PM10,108.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-06,Punjab,Patiala,1.0,PM10,66.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-06,Punjab,Rupnagar,1.0,PM10,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-07,Punjab,Amritsar,1.0,PM2.5,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-07,Punjab,Bathinda,1.0,PM10,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-07,Punjab,Jalandhar,1.0,PM10,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-07,Punjab,Ludhiana,1.0,PM10,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-07,Punjab,Patiala,1.0,PM10,60.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-07,Punjab,Rupnagar,1.0,PM10,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-08,Punjab,Amritsar,1.0,PM2.5,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-08,Punjab,Bathinda,1.0,PM10,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-08,Punjab,Jalandhar,1.0,PM10,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-08,Punjab,Ludhiana,1.0,PM10,95.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-08,Punjab,Patiala,1.0,PM10,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-08,Punjab,Rupnagar,1.0,PM10,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-09,Punjab,Bathinda,1.0,PM10,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-09,Punjab,Jalandhar,1.0,PM10,84.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-09,Punjab,Ludhiana,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-09,Punjab,Patiala,1.0,PM10,63.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-09,Punjab,Rupnagar,1.0,PM10,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-10,Punjab,Amritsar,1.0,PM2.5,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-10,Punjab,Bathinda,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-10,Punjab,Jalandhar,1.0,PM10,35.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-10,Punjab,Ludhiana,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-10,Punjab,Patiala,1.0,PM10,26.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-11,Punjab,Amritsar,1.0,PM2.5,73.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-11,Punjab,Bathinda,1.0,PM10,58.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-11,Punjab,Jalandhar,1.0,PM10,71.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-11,Punjab,Ludhiana,1.0,PM10,74.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-11,Punjab,Patiala,1.0,PM10,41.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-12,Punjab,Amritsar,1.0,NO2,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-12,Punjab,Bathinda,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-12,Punjab,Jalandhar,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-12,Punjab,Ludhiana,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-12,Punjab,Patiala,1.0,PM10,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-12,Punjab,Rupnagar,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-13,Punjab,Amritsar,1.0,NO2,77.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-13,Punjab,Bathinda,1.0,PM10,78.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-13,Punjab,Jalandhar,1.0,PM10,83.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-13,Punjab,Ludhiana,1.0,PM2.5,71.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-13,Punjab,Patiala,1.0,PM10,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-13,Punjab,Rupnagar,1.0,PM10,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-14,Punjab,Amritsar,1.0,NO2,67.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-14,Punjab,Bathinda,1.0,PM10,117.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-14,Punjab,Jalandhar,1.0,PM10,55.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-14,Punjab,Ludhiana,1.0,PM10,112.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-14,Punjab,Patiala,1.0,PM10,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-14,Punjab,Rupnagar,1.0,PM10,49.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-15,Punjab,Amritsar,1.0,NO2,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-15,Punjab,Bathinda,1.0,PM10,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-15,Punjab,Jalandhar,1.0,PM10,30.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-15,Punjab,Ludhiana,1.0,PM10,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-15,Punjab,Patiala,1.0,PM10,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-15,Punjab,Rupnagar,1.0,PM10,34.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-16,Punjab,Amritsar,1.0,NO2,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-16,Punjab,Bathinda,1.0,PM10,54.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-16,Punjab,Jalandhar,1.0,PM10,64.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-16,Punjab,Ludhiana,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-16,Punjab,Patiala,1.0,PM2.5,44.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-16,Punjab,Rupnagar,1.0,PM10,52.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-17,Punjab,Amritsar,1.0,NO2,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-17,Punjab,Bathinda,1.0,PM10,47.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-17,Punjab,Jalandhar,1.0,PM10,37.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-17,Punjab,Ludhiana,1.0,PM10,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-17,Punjab,Rupnagar,1.0,CO,25.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-18,Punjab,Amritsar,1.0,NO2,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-18,Punjab,Bathinda,1.0,PM10,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-18,Punjab,Jalandhar,1.0,PM10,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-18,Punjab,Ludhiana,1.0,O3,48.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-18,Punjab,Patiala,1.0,PM2.5,42.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-18,Punjab,Rupnagar,1.0,PM10,65.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-19,Punjab,Amritsar,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-19,Punjab,Jalandhar,1.0,PM10,85.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-19,Punjab,Ludhiana,1.0,O3,82.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-19,Punjab,Patiala,1.0,PM2.5,61.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-20,Punjab,Amritsar,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-20,Punjab,Jalandhar,1.0,PM10,69.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-20,Punjab,Ludhiana,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-20,Punjab,Patiala,1.0,PM2.5,53.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-20,Punjab,Rupnagar,1.0,PM10,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-21,Punjab,Amritsar,1.0,NO2,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-21,Punjab,Bathinda,1.0,PM10,62.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-21,Punjab,Ludhiana,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-21,Punjab,Patiala,1.0,PM2.5,38.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-21,Punjab,Rupnagar,1.0,CO,31.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-22,Punjab,Amritsar,1.0,NO2,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-22,Punjab,Bathinda,1.0,PM10,59.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-22,Punjab,Jalandhar,1.0,PM10,75.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-22,Punjab,Ludhiana,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-22,Punjab,Patiala,1.0,PM10,50.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-22,Punjab,Rupnagar,1.0,PM10,32.0,Good,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-23,Punjab,Amritsar,1.0,PM10,101.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-23,Punjab,Bathinda,1.0,PM10,66.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-23,Punjab,Jalandhar,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2022-07-23,Punjab,Ludhiana,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
