date,state,area,number_of_monitoring_stations,prominent_pollutants,aqi_value,air_quality_status,unit,note,fireCount
2023-11-16,Punjab,Patiala,1.0,PM2.5,249.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,30.0
2023-11-16,Punjab,Rupnagar,1.0,PM10,175.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-17,Punjab,Amritsar,1.0,PM2.5,189.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,11.0
2023-11-17,Punjab,Jalandhar,1.0,PM2.5,235.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,42.0
2023-11-17,Punjab,Ludhiana,1.0,PM2.5,225.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,63.0
2023-11-17,Punjab,Patiala,1.0,PM2.5,182.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,22.0
2023-11-17,Punjab,Rupnagar,1.0,PM10,187.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-18,Punjab,Amritsar,1.0,PM2.5,197.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2023-11-18,Punjab,Bathinda,1.0,PM10,319.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,57.0
2023-11-18,Punjab,Jalandhar,1.0,PM2.5,263.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,11.0
2023-11-18,Punjab,Ludhiana,1.0,PM2.5,217.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,23.0
2023-11-18,Punjab,Patiala,1.0,PM2.5,213.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,10.0
2023-11-18,Punjab,Rupnagar,1.0,PM10,178.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-19,Punjab,Amritsar,1.0,PM2.5,212.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,15.0
2023-11-19,Punjab,Bathinda,1.0,PM2.5,296.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,55.0
2023-11-19,Punjab,Jalandhar,1.0,PM2.5,200.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,15.0
2023-11-19,Punjab,Ludhiana,1.0,PM2.5,237.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,23.0
2023-11-19,Punjab,Patiala,1.0,PM2.5,229.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,12.0
2023-11-19,Punjab,Rupnagar,1.0,PM10,248.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-20,Punjab,Amritsar,1.0,PM2.5,272.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,7.0
2023-11-20,Punjab,Bathinda,1.0,PM2.5,289.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,55.0
2023-11-20,Punjab,Jalandhar,1.0,PM2.5,247.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,10.0
2023-11-20,Punjab,Ludhiana,1.0,PM2.5,218.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,11.0
2023-11-20,Punjab,Patiala,1.0,PM2.5,208.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2023-11-20,Punjab,Rupnagar,1.0,PM10,227.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-21,Punjab,Amritsar,1.0,PM2.5,174.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0
2023-11-21,Punjab,Bathinda,1.0,PM2.5,400.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,37.0
2023-11-21,Punjab,Jalandhar,1.0,PM2.5,245.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,10.0
2023-11-21,Punjab,Ludhiana,1.0,PM2.5,236.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,16.0
2023-11-21,Punjab,Patiala,1.0,PM2.5,189.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,14.0
2023-11-21,Punjab,Rupnagar,1.0,PM10,159.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-22,Punjab,Amritsar,1.0,PM2.5,224.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2023-11-22,Punjab,Bathinda,1.0,PM2.5,340.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,40.0
2023-11-22,Punjab,Jalandhar,1.0,PM2.5,226.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,14.0
2023-11-22,Punjab,Ludhiana,1.0,PM2.5,279.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,17.0
2023-11-22,Punjab,Patiala,1.0,PM2.5,240.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,11.0
2023-11-23,Punjab,Amritsar,1.0,PM10,188.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-23,Punjab,Bathinda,1.0,PM10,353.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,15.0
2023-11-23,Punjab,Jalandhar,1.0,PM2.5,210.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0
2023-11-23,Punjab,Ludhiana,1.0,PM10,287.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,4.0
2023-11-23,Punjab,Patiala,1.0,PM2.5,254.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2023-11-23,Punjab,Rupnagar,1.0,PM2.5,222.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-24,Punjab,Amritsar,1.0,PM2.5,270.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-24,Punjab,Bathinda,1.0,PM10,384.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,8.0
2023-11-24,Punjab,Jalandhar,1.0,PM2.5,258.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-24,Punjab,Ludhiana,1.0,PM2.5,236.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,6.0
2023-11-24,Punjab,Patiala,1.0,PM2.5,166.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,5.0
2023-11-24,Punjab,Rupnagar,1.0,PM2.5,227.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-25,Punjab,Amritsar,1.0,PM2.5,219.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-25,Punjab,Bathinda,1.0,PM2.5,337.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-25,Punjab,Jalandhar,1.0,PM2.5,266.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-25,Punjab,Ludhiana,1.0,PM2.5,202.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-25,Punjab,Patiala,1.0,PM2.5,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-26,Punjab,Amritsar,1.0,PM2.5,218.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-26,Punjab,Bathinda,1.0,PM10,296.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-26,Punjab,Jalandhar,1.0,PM2.5,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-26,Punjab,Ludhiana,1.0,PM2.5,250.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-26,Punjab,Patiala,1.0,PM2.5,162.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-27,Punjab,Amritsar,1.0,PM2.5,218.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-27,Punjab,Bathinda,1.0,PM10,355.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-27,Punjab,Jalandhar,1.0,PM2.5,160.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-27,Punjab,Ludhiana,1.0,PM2.5,241.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-27,Punjab,Patiala,1.0,PM2.5,194.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-27,Punjab,Rupnagar,1.0,PM2.5,249.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-28,Punjab,Amritsar,1.0,PM2.5,195.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-28,Punjab,Bathinda,1.0,PM2.5,307.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2023-11-28,Punjab,Jalandhar,1.0,PM2.5,206.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2023-11-28,Punjab,Ludhiana,1.0,PM2.5,269.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-28,Punjab,Patiala,1.0,PM2.5,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-28,Punjab,Rupnagar,1.0,PM2.5,158.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-29,Punjab,Amritsar,1.0,PM2.5,198.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-29,Punjab,Bathinda,1.0,PM2.5,216.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2023-11-29,Punjab,Jalandhar,1.0,PM2.5,208.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,1.0
2023-11-29,Punjab,Ludhiana,1.0,PM2.5,185.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,3.0
2023-11-29,Punjab,Patiala,1.0,PM2.5,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-29,Punjab,Rupnagar,1.0,PM10,187.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-30,Punjab,Amritsar,1.0,PM2.5,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-30,Punjab,Bathinda,1.0,PM10,203.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,2.0
2023-11-30,Punjab,Jalandhar,1.0,PM2.5,165.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-30,Punjab,Ludhiana,1.0,PM2.5,176.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-30,Punjab,Patiala,1.0,PM2.5,153.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-11-30,Punjab,Rupnagar,1.0,PM10,233.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-01,Punjab,Amritsar,1.0,PM10,88.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-01,Punjab,Bathinda,1.0,PM10,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-01,Punjab,Jalandhar,1.0,PM10,68.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-01,Punjab,Ludhiana,1.0,PM10,66.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-01,Punjab,Patiala,1.0,PM10,71.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-01,Punjab,Rupnagar,1.0,PM10,114.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-02,Punjab,Amritsar,1.0,PM2.5,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-02,Punjab,Bathinda,1.0,PM10,92.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-02,Punjab,Jalandhar,1.0,PM2.5,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-02,Punjab,Ludhiana,1.0,PM10,81.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-02,Punjab,Patiala,1.0,PM10,79.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-02,Punjab,Rupnagar,1.0,PM10,195.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-03,Punjab,Amritsar,1.0,PM2.5,198.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-03,Punjab,Bathinda,1.0,PM10,80.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-03,Punjab,Jalandhar,1.0,PM2.5,219.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-03,Punjab,Ludhiana,1.0,PM2.5,132.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-03,Punjab,Patiala,1.0,PM10,102.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-04,Punjab,Amritsar,1.0,PM2.5,184.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-04,Punjab,Bathinda,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-04,Punjab,Jalandhar,1.0,PM2.5,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-04,Punjab,Ludhiana,1.0,PM2.5,188.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-04,Punjab,Patiala,1.0,PM2.5,111.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-05,Punjab,Amritsar,1.0,PM2.5,140.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-05,Punjab,Bathinda,1.0,PM10,151.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-05,Punjab,Jalandhar,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-05,Punjab,Ludhiana,1.0,PM2.5,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-05,Punjab,Patiala,1.0,PM2.5,170.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-05,Punjab,Rupnagar,1.0,PM10,150.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-06,Punjab,Amritsar,1.0,PM2.5,174.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-06,Punjab,Bathinda,1.0,PM10,91.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-06,Punjab,Jalandhar,1.0,PM2.5,133.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-06,Punjab,Ludhiana,1.0,PM10,91.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-06,Punjab,Patiala,1.0,PM10,89.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-06,Punjab,Rupnagar,1.0,PM10,168.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-07,Punjab,Amritsar,1.0,PM2.5,124.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-07,Punjab,Bathinda,1.0,PM10,97.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-07,Punjab,Jalandhar,1.0,PM2.5,143.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-07,Punjab,Ludhiana,1.0,PM2.5,176.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-07,Punjab,Patiala,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-07,Punjab,Rupnagar,1.0,PM10,224.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-08,Punjab,Amritsar,1.0,PM2.5,174.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-08,Punjab,Bathinda,1.0,PM10,86.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-08,Punjab,Jalandhar,1.0,PM2.5,157.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-08,Punjab,Ludhiana,1.0,PM2.5,219.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-08,Punjab,Patiala,1.0,PM10,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-08,Punjab,Rupnagar,1.0,PM2.5,181.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-09,Punjab,Amritsar,1.0,PM2.5,147.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-09,Punjab,Bathinda,1.0,PM2.5,110.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-09,Punjab,Jalandhar,1.0,PM2.5,161.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-09,Punjab,Ludhiana,1.0,PM2.5,273.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-09,Punjab,Patiala,1.0,PM2.5,122.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-09,Punjab,Rupnagar,1.0,PM2.5,182.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-10,Punjab,Amritsar,1.0,PM2.5,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-10,Punjab,Bathinda,1.0,PM2.5,127.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-10,Punjab,Jalandhar,1.0,PM2.5,126.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-10,Punjab,Ludhiana,1.0,PM2.5,242.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-10,Punjab,Patiala,1.0,PM10,100.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-10,Punjab,Rupnagar,1.0,PM2.5,210.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-11,Punjab,Amritsar,1.0,PM2.5,152.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-11,Punjab,Bathinda,1.0,PM2.5,144.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-11,Punjab,Jalandhar,1.0,PM2.5,130.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-11,Punjab,Ludhiana,1.0,PM2.5,297.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-11,Punjab,Patiala,1.0,PM2.5,121.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-11,Punjab,Rupnagar,1.0,PM2.5,261.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-12,Punjab,Amritsar,1.0,PM2.5,202.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-12,Punjab,Bathinda,1.0,PM10,158.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-12,Punjab,Jalandhar,1.0,PM2.5,204.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-12,Punjab,Ludhiana,1.0,PM2.5,329.0,Very Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-12,Punjab,Patiala,1.0,PM2.5,183.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-12,Punjab,Rupnagar,1.0,PM2.5,249.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-13,Punjab,Amritsar,1.0,PM2.5,160.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-13,Punjab,Jalandhar,1.0,PM2.5,161.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-13,Punjab,Ludhiana,1.0,PM2.5,250.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-13,Punjab,Patiala,1.0,PM2.5,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-13,Punjab,Rupnagar,1.0,PM2.5,240.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-14,Punjab,Amritsar,1.0,PM2.5,184.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-14,Punjab,Bathinda,1.0,PM10,167.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-14,Punjab,Jalandhar,1.0,PM2.5,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-14,Punjab,Ludhiana,1.0,PM2.5,170.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-14,Punjab,Patiala,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-14,Punjab,Rupnagar,1.0,PM2.5,185.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-15,Punjab,Amritsar,1.0,PM2.5,244.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-15,Punjab,Bathinda,1.0,PM2.5,156.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-15,Punjab,Jalandhar,1.0,PM2.5,280.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-15,Punjab,Ludhiana,1.0,PM2.5,252.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-15,Punjab,Patiala,1.0,PM2.5,118.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-15,Punjab,Rupnagar,1.0,PM2.5,233.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-16,Punjab,Amritsar,1.0,PM2.5,173.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-16,Punjab,Bathinda,1.0,PM2.5,177.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-16,Punjab,Jalandhar,1.0,PM2.5,172.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-16,Punjab,Ludhiana,1.0,PM2.5,196.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-16,Punjab,Patiala,1.0,PM2.5,141.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-16,Punjab,Rupnagar,1.0,PM2.5,234.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-17,Punjab,Amritsar,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-17,Punjab,Bathinda,1.0,PM2.5,162.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-17,Punjab,Jalandhar,1.0,PM10,103.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-17,Punjab,Ludhiana,1.0,PM2.5,155.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-17,Punjab,Patiala,1.0,PM2.5,146.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-17,Punjab,Rupnagar,1.0,PM2.5,260.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-18,Punjab,Amritsar,1.0,PM2.5,161.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-18,Punjab,Bathinda,1.0,PM2.5,129.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-18,Punjab,Jalandhar,1.0,PM2.5,153.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-18,Punjab,Ludhiana,1.0,PM2.5,177.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-18,Punjab,Patiala,1.0,PM10,93.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-18,Punjab,Rupnagar,1.0,PM2.5,229.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-19,Punjab,Amritsar,1.0,PM2.5,245.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-19,Punjab,Bathinda,1.0,PM2.5,90.0,Satisfactory,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-19,Punjab,Jalandhar,1.0,PM2.5,246.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-19,Punjab,Ludhiana,1.0,PM2.5,236.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-19,Punjab,Patiala,1.0,PM10,120.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-19,Punjab,Rupnagar,1.0,PM2.5,173.0,Moderate,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
2023-12-20,Punjab,Amritsar,1.0,PM2.5,252.0,Poor,"number_of_monitoring_stations in Absolute Number, aqi_value in Indices",,0.0
