date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_max,surface_pressure_mean,area
2022-04-01,25.2,33.2,17.5,40,0.0,11.5,980.0,Amritsar
2022-04-02,24.5,33.7,16.2,51,0.0,13.0,980.5,Amritsar
2022-04-03,24.7,33.5,18.3,51,0.0,12.8,980.7,Amritsar
2022-04-04,25.8,35.1,16.9,44,0.0,10.4,980.9,Amritsar
2022-04-05,27.9,35.3,18.9,36,0.0,8.6,983.6,Amritsar
2022-04-06,27.5,36.0,17.6,38,0.0,10.8,983.3,Amritsar
2022-04-07,27.8,37.4,19.4,36,0.0,13.0,982.4,Amritsar
2022-04-08,28.0,37.2,18.2,42,0.0,12.1,980.0,Amritsar
2022-04-09,27.2,37.1,18.6,52,0.0,9.8,978.6,Amritsar
2022-04-10,28.9,38.2,19.9,41,0.0,10.7,977.9,Amritsar
2022-04-11,28.7,38.5,20.1,46,0.0,11.8,976.6,Amritsar
2022-04-12,29.3,37.4,22.8,38,0.0,11.9,975.7,Amritsar
2022-04-13,28.9,37.4,21.0,35,0.0,16.3,976.3,Amritsar
2022-04-14,27.0,35.3,20.3,37,0.1,16.9,976.6,Amritsar
2022-04-15,26.8,34.5,19.0,38,0.0,15.9,977.0,Amritsar
2022-04-16,27.5,36.4,18.7,38,0.0,14.0,976.4,Amritsar
2022-04-17,27.9,37.1,18.9,40,0.0,12.3,977.2,Amritsar
2022-04-18,29.0,38.4,20.4,41,0.0,9.7,978.9,Amritsar
2022-04-19,29.9,38.3,21.8,35,0.0,16.2,980.7,Amritsar
2022-04-20,30.0,38.2,22.0,31,0.0,24.3,979.3,Amritsar
2022-04-21,28.2,36.0,21.4,34,1.8,20.9,979.8,Amritsar
2022-04-22,27.5,35.0,19.6,36,0.0,12.7,982.1,Amritsar
2022-04-23,27.5,35.6,20.3,36,0.0,13.0,981.9,Amritsar
2022-04-24,28.0,36.5,19.6,34,0.0,14.5,979.7,Amritsar
2022-04-25,28.8,37.4,21.3,33,0.0,20.5,977.9,Amritsar
2022-04-26,29.3,37.8,20.9,32,0.0,13.0,978.9,Amritsar
2022-04-27,30.3,39.3,21.2,30,0.0,12.4,977.8,Amritsar
2022-04-28,32.1,41.4,25.0,30,0.0,11.3,977.5,Amritsar
2022-04-29,32.3,41.5,24.7,26,0.0,17.2,977.7,Amritsar
2022-04-30,31.4,41.1,23.7,30,0.0,13.9,974.3,Amritsar
2022-05-01,30.9,39.7,23.0,35,0.0,25.4,973.7,Amritsar
2022-05-02,32.2,39.9,25.2,36,0.1,17.4,973.9,Amritsar
2022-05-03,31.4,36.5,25.7,42,0.0,21.1,976.2,Amritsar
2022-05-04,29.2,34.7,24.8,45,0.3,22.9,979.1,Amritsar
2022-05-05,29.3,36.9,21.7,43,0.0,13.2,979.5,Amritsar
2022-05-06,29.6,38.1,22.7,37,0.0,14.1,979.0,Amritsar
2022-05-07,30.2,38.2,22.1,38,0.0,13.5,978.6,Amritsar
2022-05-08,31.1,39.4,22.8,37,0.0,12.5,976.2,Amritsar
2022-05-09,31.4,37.9,25.5,39,0.0,24.7,976.2,Amritsar
2022-05-10,31.5,37.7,26.2,47,0.1,12.4,976.5,Amritsar
2022-05-11,32.3,41.8,25.4,45,0.0,16.7,974.6,Amritsar
2022-05-12,32.8,41.1,25.9,43,0.0,25.2,973.0,Amritsar
2022-05-13,33.6,42.2,26.4,32,0.0,15.6,971.1,Amritsar
2022-05-14,33.6,43.3,24.7,21,0.0,12.6,970.5,Amritsar
2022-05-15,34.5,44.7,23.8,23,0.0,19.6,971.2,Amritsar
2022-05-16,34.4,41.6,27.7,20,0.0,25.1,972.1,Amritsar
2022-05-17,32.8,39.1,26.2,31,0.0,18.0,973.4,Amritsar
2022-05-18,33.4,41.4,25.2,28,0.0,17.6,975.1,Amritsar
2022-05-19,33.9,42.5,27.4,27,0.0,24.3,974.4,Amritsar
2022-05-20,34.7,43.8,26.5,23,0.0,18.1,970.9,Amritsar
2022-05-21,32.9,40.2,24.6,25,0.0,17.6,969.4,Amritsar
2022-05-22,32.6,40.6,23.8,25,0.0,16.2,967.7,Amritsar
2022-05-23,28.0,33.3,20.5,45,6.6,26.9,970.8,Amritsar
2022-05-24,24.4,30.3,19.2,63,5.5,21.7,978.7,Amritsar
2022-05-25,27.5,35.0,20.2,49,0.0,12.2,979.0,Amritsar
2022-05-26,30.8,38.3,23.4,43,0.0,14.4,975.7,Amritsar
2022-05-27,32.3,40.2,25.3,43,0.0,10.2,972.6,Amritsar
2022-05-28,32.6,39.5,26.4,46,0.1,14.6,971.2,Amritsar
2022-05-29,32.8,39.3,26.2,44,0.0,13.7,971.7,Amritsar
2022-05-30,30.7,35.2,26.7,48,0.9,17.8,973.0,Amritsar
2022-05-31,31.8,39.4,24.3,39,0.0,12.1,973.4,Amritsar
2022-06-01,32.2,40.3,23.6,33,0.0,10.9,973.7,Amritsar
2022-06-02,32.6,40.9,23.6,31,0.0,14.7,973.5,Amritsar
2022-06-03,32.7,41.7,23.8,25,0.0,12.7,972.4,Amritsar
2022-06-04,33.6,43.0,23.6,25,0.0,11.6,972.5,Amritsar
2022-06-05,33.5,42.4,24.6,26,0.0,12.5,972.4,Amritsar
2022-06-06,34.3,43.4,25.2,24,0.0,14.2,971.7,Amritsar
2022-06-07,35.3,43.8,27.4,23,0.0,11.9,971.1,Amritsar
2022-06-08,35.5,43.4,27.7,21,0.0,16.4,970.6,Amritsar
2022-06-09,35.6,43.8,27.6,22,0.0,12.5,969.8,Amritsar
2022-06-10,34.6,43.2,27.0,25,0.0,23.6,970.6,Amritsar
2022-06-11,35.2,41.7,28.1,24,0.0,19.6,971.2,Amritsar
2022-06-12,35.2,41.8,29.7,28,0.0,16.8,972.6,Amritsar
2022-06-13,35.7,43.0,28.6,27,0.0,15.5,974.4,Amritsar
2022-06-14,36.7,43.6,28.0,23,0.0,13.8,973.2,Amritsar
2022-06-15,36.7,43.7,28.9,27,0.0,14.1,971.3,Amritsar
2022-06-16,33.2,39.4,29.8,39,0.4,18.9,972.3,Amritsar
2022-06-17,30.0,34.8,26.7,61,0.0,14.3,973.3,Amritsar
2022-06-18,26.1,31.9,22.2,79,19.2,16.1,975.1,Amritsar
2022-06-19,26.8,32.5,21.0,73,0.4,7.1,974.4,Amritsar
2022-06-20,27.8,32.9,23.3,65,2.0,13.1,972.5,Amritsar
2022-06-21,24.5,27.1,22.4,82,9.2,16.2,972.0,Amritsar
2022-06-22,26.0,30.6,20.0,74,7.9,13.3,977.7,Amritsar
2022-06-23,27.9,34.6,22.2,60,0.0,14.5,978.1,Amritsar
2022-06-24,28.8,36.0,22.2,57,0.0,10.4,974.9,Amritsar
2022-06-25,30.6,37.4,23.2,51,0.0,8.4,972.5,Amritsar
2022-06-26,32.0,38.2,25.6,53,0.0,9.1,973.8,Amritsar
2022-06-27,33.2,38.1,28.1,58,0.0,9.4,974.7,Amritsar
2022-06-28,34.0,40.2,29.2,57,0.0,10.2,971.4,Amritsar
2022-06-29,34.1,39.5,29.7,62,0.0,17.7,968.4,Amritsar
2022-06-30,28.4,32.9,25.6,80,4.0,25.0,971.0,Amritsar
2022-07-01,27.7,31.9,24.5,79,33.4,15.3,973.4,Amritsar
2022-07-02,30.2,34.1,26.2,74,0.1,8.0,971.5,Amritsar
2022-07-03,29.5,33.3,25.9,79,13.3,16.5,972.7,Amritsar
2022-07-04,31.2,35.5,27.2,73,0.4,8.0,972.1,Amritsar
2022-07-05,31.9,36.4,26.6,72,13.0,9.4,971.9,Amritsar
2022-07-06,30.3,34.9,26.9,79,10.3,20.2,975.2,Amritsar
2022-07-07,31.3,35.4,27.3,75,0.6,11.9,977.0,Amritsar
2022-07-08,30.1,35.1,25.9,81,25.5,14.4,974.3,Amritsar
2022-07-09,30.0,36.7,26.2,81,33.4,18.1,971.7,Amritsar
2022-07-10,28.1,31.7,25.1,81,1.4,14.1,974.1,Amritsar
2022-07-11,29.5,33.2,25.9,80,0.4,7.4,974.4,Amritsar
2022-07-12,30.7,34.9,26.5,78,0.2,10.5,973.3,Amritsar
2022-07-13,29.2,34.1,24.0,83,18.8,14.6,971.8,Amritsar
2022-07-14,28.7,31.6,26.6,85,1.2,13.9,972.5,Amritsar
2022-07-15,27.0,30.1,25.1,84,5.2,16.4,975.3,Amritsar
2022-07-16,30.0,35.4,25.2,71,0.0,9.0,974.8,Amritsar
2022-07-17,27.7,31.7,24.8,86,16.9,12.3,977.2,Amritsar
2022-07-18,30.3,34.9,25.2,74,0.0,6.6,975.3,Amritsar
2022-07-19,31.5,35.3,27.4,72,0.0,6.6,973.2,Amritsar
2022-07-20,29.6,32.1,25.9,81,20.1,15.6,972.3,Amritsar
2022-07-21,26.1,29.0,24.6,91,59.4,17.8,975.0,Amritsar
2022-07-22,28.4,32.2,24.8,85,3.0,14.2,976.8,Amritsar
2022-07-23,28.3,31.4,25.9,86,1.5,16.8,976.7,Amritsar
2022-07-24,28.9,33.1,26.4,80,12.6,12.1,976.4,Amritsar
2022-07-25,28.6,32.4,25.5,82,20.3,15.8,978.3,Amritsar
2022-07-26,28.8,32.5,25.8,79,1.5,11.7,979.1,Amritsar
2022-07-27,27.9,31.5,26.1,85,7.3,12.7,978.5,Amritsar
2022-07-28,27.2,30.7,25.3,89,35.4,15.2,978.7,Amritsar
2022-07-29,26.7,30.6,24.8,90,15.9,11.8,977.5,Amritsar
2022-07-30,27.0,30.9,24.7,88,5.5,13.4,975.7,Amritsar
2022-07-31,26.9,30.5,24.9,88,14.6,8.2,973.3,Amritsar
2022-08-01,27.1,30.1,24.6,87,6.1,8.9,974.1,Amritsar
2022-08-02,29.2,33.5,24.4,80,0.0,6.4,973.7,Amritsar
2022-08-03,29.1,33.8,25.8,83,0.3,12.6,974.9,Amritsar
2022-08-04,28.5,32.5,25.2,85,1.2,15.8,976.0,Amritsar
2022-08-05,27.3,30.6,24.8,89,11.6,14.0,975.4,Amritsar
2022-08-06,28.3,32.2,24.9,85,5.8,9.0,973.2,Amritsar
2022-08-07,28.2,32.5,26.1,86,7.8,13.0,972.8,Amritsar
2022-08-08,29.5,33.7,25.4,80,0.0,7.2,973.4,Amritsar
2022-08-09,30.5,34.1,27.6,78,0.3,6.2,973.4,Amritsar
2022-08-10,30.7,35.1,26.5,78,0.0,8.8,971.3,Amritsar
2022-08-11,27.1,29.1,25.1,85,10.4,20.6,974.7,Amritsar
2022-08-12,28.6,33.8,25.2,73,0.0,9.8,973.9,Amritsar
2022-08-13,29.7,34.6,25.4,77,0.0,7.9,973.2,Amritsar
2022-08-14,29.7,34.0,26.4,81,4.9,14.5,974.9,Amritsar
2022-08-15,26.8,30.7,25.6,88,12.6,13.4,977.9,Amritsar
2022-08-16,28.3,31.8,25.2,80,0.0,8.3,976.3,Amritsar
2022-08-17,29.1,32.2,27.0,76,0.0,16.4,976.4,Amritsar
2022-08-18,29.4,33.1,25.9,77,0.6,8.9,975.2,Amritsar
2022-08-19,29.5,32.8,26.9,78,0.7,13.2,974.8,Amritsar
2022-08-20,28.2,32.4,25.5,82,2.1,10.7,976.2,Amritsar
2022-08-21,28.5,33.0,24.5,81,1.3,6.8,975.3,Amritsar
2022-08-22,29.7,34.2,25.7,75,0.0,6.4,973.3,Amritsar
2022-08-23,30.5,34.3,26.1,75,0.2,9.3,975.1,Amritsar
2022-08-24,28.8,32.9,25.9,80,10.5,18.3,978.6,Amritsar
2022-08-25,29.1,33.0,26.3,78,1.4,13.0,978.0,Amritsar
2022-08-26,28.9,32.9,25.6,78,0.5,10.8,977.4,Amritsar
2022-08-27,28.9,33.2,25.9,78,1.9,11.8,976.3,Amritsar
2022-08-28,28.9,33.6,25.8,76,1.2,13.8,976.3,Amritsar
2022-08-29,27.4,32.3,25.4,86,10.8,16.2,980.0,Amritsar
2022-08-30,28.5,32.8,24.4,81,6.5,12.9,981.2,Amritsar
2022-08-31,29.8,34.5,25.9,77,0.2,7.7,978.2,Amritsar
2022-09-01,30.2,36.0,25.8,71,0.0,9.8,977.9,Amritsar
2022-09-02,29.5,33.8,26.5,77,0.5,8.6,979.5,Amritsar
2022-09-03,29.5,34.1,25.7,74,0.3,9.2,976.8,Amritsar
2022-09-04,29.2,33.6,25.3,71,0.3,16.0,975.5,Amritsar
2022-09-05,27.6,34.0,24.1,78,16.3,18.9,977.7,Amritsar
2022-09-06,28.4,33.5,24.5,77,0.2,8.9,979.3,Amritsar
2022-09-07,29.3,34.4,24.4,70,0.0,6.1,980.8,Amritsar
2022-09-08,30.0,34.8,25.3,69,0.0,6.2,981.5,Amritsar
2022-09-09,29.5,34.7,26.0,74,0.4,16.7,981.3,Amritsar
2022-09-10,29.3,33.8,25.7,75,1.1,18.9,980.2,Amritsar
2022-09-11,28.5,33.4,24.4,77,0.4,11.6,978.6,Amritsar
2022-09-12,28.9,34.3,23.9,72,0.0,9.6,977.3,Amritsar
2022-09-13,29.6,35.1,24.4,69,0.0,10.4,977.4,Amritsar
2022-09-14,29.6,34.5,25.1,68,0.0,10.3,977.9,Amritsar
2022-09-15,29.3,34.0,24.9,69,0.6,11.1,976.4,Amritsar
2022-09-16,28.3,33.4,23.4,73,8.1,18.4,973.8,Amritsar
2022-09-17,28.8,34.4,24.8,71,0.2,18.3,975.1,Amritsar
2022-09-18,29.2,35.5,24.6,68,0.0,9.2,978.4,Amritsar
2022-09-19,29.5,36.1,24.1,65,0.0,10.5,978.8,Amritsar
2022-09-20,29.2,34.3,25.2,68,0.1,10.5,978.9,Amritsar
2022-09-21,28.1,31.5,25.2,75,8.1,10.7,979.2,Amritsar
2022-09-22,28.3,33.9,24.5,73,0.4,10.8,978.9,Amritsar
2022-09-23,27.3,33.5,23.9,78,1.5,12.6,978.3,Amritsar
2022-09-24,24.5,26.3,22.9,88,8.0,9.1,977.4,Amritsar
2022-09-25,24.7,28.8,22.6,85,8.8,10.7,977.5,Amritsar
2022-09-26,25.6,30.4,21.0,81,0.0,6.8,982.1,Amritsar
2022-09-27,26.3,30.8,22.4,79,0.1,6.0,980.4,Amritsar
2022-09-28,26.8,31.1,22.8,77,0.0,6.3,979.4,Amritsar
2022-09-29,26.8,32.3,22.2,77,0.0,7.8,979.3,Amritsar
2022-09-30,27.6,33.1,23.0,73,0.0,7.1,979.6,Amritsar
2022-10-01,27.2,33.2,22.5,72,0.0,6.9,978.5,Amritsar
2022-10-02,27.9,33.7,22.4,67,0.0,9.2,979.3,Amritsar
2022-10-03,26.9,34.1,20.9,68,0.0,7.9,980.1,Amritsar
2022-10-04,27.1,34.0,20.9,69,0.0,8.6,981.7,Amritsar
2022-10-05,26.3,33.6,20.6,68,0.0,8.3,980.7,Amritsar
2022-10-06,26.0,32.4,20.5,71,0.0,11.9,981.4,Amritsar
2022-10-07,26.1,31.6,21.8,72,0.0,9.3,982.9,Amritsar
2022-10-08,25.5,30.9,21.3,74,0.0,12.4,984.0,Amritsar
2022-10-09,25.3,30.5,21.0,77,0.0,10.9,983.5,Amritsar
2022-10-10,23.8,28.2,21.4,82,3.3,11.3,984.8,Amritsar
2022-10-11,23.0,28.3,19.6,84,0.9,8.9,983.7,Amritsar
2022-10-12,23.2,28.8,18.1,75,0.0,7.6,984.7,Amritsar
2022-10-13,23.9,30.6,18.1,67,0.0,10.2,985.4,Amritsar
2022-10-14,24.2,31.0,18.4,63,0.0,11.2,985.1,Amritsar
2022-10-15,23.9,30.9,18.1,62,0.0,9.2,984.0,Amritsar
2022-10-16,24.1,31.6,17.6,63,0.0,10.5,986.2,Amritsar
2022-10-17,24.2,31.5,17.7,57,0.0,11.5,986.2,Amritsar
2022-10-18,23.4,31.4,17.1,65,0.0,11.0,984.4,Amritsar
2022-10-19,23.2,31.2,17.2,59,0.0,10.5,984.3,Amritsar
2022-10-20,21.7,27.2,17.9,57,2.0,30.5,986.2,Amritsar
2022-10-21,22.4,29.6,16.3,54,0.0,12.9,989.0,Amritsar
2022-10-22,21.8,29.2,15.6,57,0.0,9.6,989.9,Amritsar
2022-10-23,21.2,29.3,14.4,63,0.0,9.8,988.8,Amritsar
2022-10-24,21.3,29.4,13.9,61,0.0,9.7,984.6,Amritsar
2022-10-25,21.6,29.3,14.6,62,0.0,10.1,982.1,Amritsar
2022-10-26,22.0,30.5,15.9,67,0.0,8.7,985.5,Amritsar
2022-10-27,22.4,30.5,15.6,66,0.0,8.2,985.8,Amritsar
2022-10-28,21.9,29.7,15.6,69,0.0,8.6,986.0,Amritsar
2022-10-29,21.9,30.0,15.8,69,0.0,8.8,986.5,Amritsar
2022-10-30,22.3,30.1,16.3,71,0.0,8.4,987.1,Amritsar
2022-10-31,22.4,30.1,16.7,71,0.0,8.7,986.6,Amritsar
2022-11-01,22.1,27.7,18.5,67,4.9,26.3,987.1,Amritsar
2022-11-02,22.3,29.3,17.3,57,0.0,10.4,986.4,Amritsar
2022-11-03,21.2,28.4,16.3,65,0.0,8.9,984.8,Amritsar
2022-11-04,21.4,29.3,15.7,76,0.0,8.1,986.0,Amritsar
2022-11-05,21.0,28.0,17.3,78,2.3,36.4,988.0,Amritsar
2022-11-06,21.1,27.0,17.2,71,14.6,25.2,988.5,Amritsar
2022-11-07,19.9,24.8,15.9,80,0.0,21.6,988.2,Amritsar
2022-11-08,19.5,26.7,14.9,79,2.4,24.2,988.5,Amritsar
2022-11-09,17.6,24.4,14.5,84,2.3,20.4,988.9,Amritsar
2022-11-10,18.5,24.9,13.6,66,0.0,12.3,990.5,Amritsar
2022-11-11,17.6,24.4,13.2,70,0.0,9.5,990.3,Amritsar
2022-11-12,17.4,24.1,12.4,70,0.0,9.2,989.4,Amritsar
2022-11-13,17.8,24.6,11.6,69,0.0,7.3,987.6,Amritsar
2022-11-14,17.7,22.9,14.5,70,8.8,20.7,988.8,Amritsar
2022-11-15,17.0,23.7,12.4,75,0.0,9.0,989.0,Amritsar
2022-11-16,16.3,22.9,12.1,77,0.0,9.1,987.5,Amritsar
2022-11-17,15.9,23.1,11.7,75,0.0,13.7,987.2,Amritsar
2022-11-18,15.3,22.9,9.6,75,0.0,10.5,988.0,Amritsar
2022-11-19,15.5,22.7,9.8,80,0.0,9.0,989.4,Amritsar
2022-11-20,15.5,23.0,10.6,71,0.0,11.3,988.1,Amritsar
2022-11-21,15.1,22.9,9.4,73,0.0,10.4,986.7,Amritsar
2022-11-22,15.3,23.1,8.9,70,0.0,10.7,986.3,Amritsar
2022-11-23,15.5,22.7,9.4,68,0.0,11.0,986.8,Amritsar
2022-11-24,14.8,23.1,8.3,73,0.0,9.7,986.1,Amritsar
2022-11-25,14.8,24.0,9.1,79,0.0,9.7,989.0,Amritsar
2022-11-26,14.8,23.8,8.7,80,0.0,10.2,986.1,Amritsar
2022-11-27,15.2,23.7,10.1,78,0.0,8.9,984.0,Amritsar
2022-11-28,15.1,23.4,8.2,82,0.0,9.4,985.7,Amritsar
2022-11-29,15.0,22.9,8.5,84,0.0,9.1,987.9,Amritsar
2022-11-30,15.2,23.2,7.7,81,0.0,10.0,988.9,Amritsar
2022-12-01,15.3,22.9,7.4,80,0.0,7.6,987.5,Amritsar
2022-12-02,15.2,22.0,9.8,82,0.0,8.7,986.4,Amritsar
2022-12-03,14.4,22.6,9.0,83,0.0,10.5,987.7,Amritsar
2022-12-04,14.8,22.5,7.8,73,0.0,10.5,988.1,Amritsar
2022-12-05,14.4,22.1,7.7,75,0.0,10.2,989.6,Amritsar
2022-12-06,14.0,22.0,8.4,74,0.0,10.7,988.9,Amritsar
2022-12-07,13.6,21.6,8.2,73,0.0,10.7,987.8,Amritsar
2022-12-08,13.8,22.1,7.3,75,0.0,10.0,988.1,Amritsar
2022-12-09,14.9,23.4,9.1,72,0.0,10.1,987.3,Amritsar
2022-12-10,15.9,23.4,10.1,65,0.0,10.5,988.3,Amritsar
2022-12-11,15.9,23.5,10.7,59,0.0,10.1,988.8,Amritsar
2022-12-12,14.9,22.3,9.8,59,0.0,9.0,988.0,Amritsar
2022-12-13,15.9,23.5,10.9,50,0.0,16.5,989.6,Amritsar
2022-12-14,13.5,20.8,7.8,63,0.0,10.4,988.3,Amritsar
2022-12-15,13.6,21.1,6.0,68,0.0,8.7,987.0,Amritsar
2022-12-16,13.1,21.1,6.4,70,0.0,10.7,985.7,Amritsar
2022-12-17,13.0,21.3,8.2,79,0.0,8.8,987.7,Amritsar
2022-12-18,13.4,20.8,8.2,82,0.0,8.9,988.3,Amritsar
2022-12-19,12.1,20.1,5.3,87,0.0,8.8,987.1,Amritsar
2022-12-20,12.8,20.1,5.7,84,0.0,8.2,986.4,Amritsar
2022-12-21,11.7,19.2,5.3,86,0.0,7.3,987.9,Amritsar
2022-12-22,10.2,17.1,7.0,93,0.0,6.4,987.8,Amritsar
2022-12-23,8.9,15.3,6.0,93,0.0,8.9,987.2,Amritsar
2022-12-24,8.3,14.5,5.0,91,0.0,10.9,989.6,Amritsar
2022-12-25,9.7,15.8,4.6,89,0.0,10.5,989.4,Amritsar
2022-12-26,9.5,17.2,5.4,90,0.2,10.4,991.1,Amritsar
2022-12-27,9.5,16.8,5.6,88,0.0,11.9,990.8,Amritsar
2022-12-28,10.1,17.7,3.6,83,0.0,10.2,990.1,Amritsar
2022-12-29,10.5,13.4,6.9,89,5.3,8.6,990.5,Amritsar
2022-12-30,12.9,18.8,8.4,84,0.9,11.3,992.6,Amritsar
2022-12-31,11.1,17.6,6.5,85,0.0,9.8,991.8,Amritsar
2023-01-01,10.8,17.0,5.9,81,0.0,9.9,992.2,Amritsar
2023-01-02,8.6,15.3,2.1,91,0.0,6.3,993.5,Amritsar
2023-01-03,8.9,14.9,3.5,90,0.0,6.3,994.9,Amritsar
2023-01-04,8.6,14.7,4.2,89,0.0,5.9,995.0,Amritsar
2023-01-05,7.4,14.5,2.6,92,0.0,6.1,995.8,Amritsar
2023-01-06,7.0,12.2,3.4,93,0.1,8.3,996.3,Amritsar
2023-01-07,8.6,14.0,4.8,93,0.2,11.5,994.6,Amritsar
2023-01-08,9.8,15.8,5.4,90,0.0,9.7,991.6,Amritsar
2023-01-09,9.5,14.9,5.2,93,0.0,8.4,992.3,Amritsar
2023-01-10,10.1,16.4,6.5,93,0.0,10.3,991.7,Amritsar
2023-01-11,10.5,13.7,7.5,95,1.6,11.9,986.9,Amritsar
2023-01-12,11.4,18.2,6.9,85,0.3,10.9,985.3,Amritsar
2023-01-13,11.2,15.9,7.5,90,2.2,11.8,986.3,Amritsar
2023-01-14,10.1,15.2,6.1,83,0.0,9.7,989.7,Amritsar
2023-01-15,7.7,15.1,2.7,72,0.0,10.5,987.6,Amritsar
2023-01-16,7.7,15.3,2.0,70,0.0,10.7,988.9,Amritsar
2023-01-17,7.7,15.1,0.7,67,0.0,11.0,989.2,Amritsar
2023-01-18,9.5,15.2,4.5,69,0.0,9.8,991.4,Amritsar
2023-01-19,12.3,18.3,6.7,65,0.0,10.9,991.8,Amritsar
2023-01-20,10.2,12.0,6.7,85,2.3,9.3,991.2,Amritsar
2023-01-21,10.6,17.6,6.2,84,4.0,9.2,990.5,Amritsar
2023-01-22,10.9,18.0,5.6,80,0.0,9.8,989.5,Amritsar
2023-01-23,12.4,18.3,7.5,69,0.0,15.5,989.6,Amritsar
2023-01-24,11.7,18.5,6.4,81,2.5,10.5,986.9,Amritsar
2023-01-25,12.8,17.3,8.7,92,3.9,11.3,988.7,Amritsar
2023-01-26,11.2,16.9,8.1,82,0.0,9.8,991.8,Amritsar
2023-01-27,10.7,18.2,4.9,69,0.0,9.8,991.0,Amritsar
2023-01-28,11.0,18.3,4.8,71,0.0,10.0,987.2,Amritsar
2023-01-29,11.8,17.8,5.6,82,4.7,17.4,985.8,Amritsar
2023-01-30,13.0,17.6,10.3,86,7.9,20.0,990.6,Amritsar
2023-01-31,12.1,18.5,7.3,82,0.0,12.9,992.4,Amritsar
2023-02-01,11.6,18.7,6.6,78,0.0,11.5,990.5,Amritsar
2023-02-02,12.3,19.2,7.5,73,0.0,10.8,989.1,Amritsar
2023-02-03,13.2,20.6,7.1,78,0.0,9.8,988.4,Amritsar
2023-02-04,13.7,21.6,7.4,78,0.0,10.4,986.4,Amritsar
2023-02-05,14.4,21.5,7.9,74,0.0,9.7,984.8,Amritsar
2023-02-06,15.5,21.1,10.3,77,3.1,16.1,985.1,Amritsar
2023-02-07,14.9,21.3,10.4,62,0.0,14.5,985.2,Amritsar
2023-02-08,13.6,21.2,7.6,71,0.0,9.5,986.4,Amritsar
2023-02-09,13.8,19.6,7.2,76,1.1,22.0,983.8,Amritsar
2023-02-10,16.8,23.4,12.4,66,0.0,19.7,983.9,Amritsar
2023-02-11,13.3,20.7,7.5,70,0.0,9.8,987.1,Amritsar
2023-02-12,12.1,19.3,6.2,58,0.0,15.3,991.4,Amritsar
2023-02-13,12.4,20.0,7.2,43,0.0,14.9,989.3,Amritsar
2023-02-14,14.3,21.7,7.5,58,0.0,10.0,988.6,Amritsar
2023-02-15,16.4,25.2,9.5,63,0.0,12.1,986.2,Amritsar
2023-02-16,18.1,26.7,9.8,69,0.0,12.0,987.2,Amritsar
2023-02-17,17.5,25.8,10.7,80,0.0,9.2,988.9,Amritsar
2023-02-18,17.4,26.2,10.1,83,0.0,8.9,987.6,Amritsar
2023-02-19,18.7,26.0,12.8,80,0.0,8.2,986.5,Amritsar
2023-02-20,20.1,27.3,15.2,79,0.0,17.7,983.5,Amritsar
2023-02-21,18.7,25.8,13.8,69,0.0,15.5,984.7,Amritsar
2023-02-22,18.1,25.0,10.3,68,0.0,10.5,986.2,Amritsar
2023-02-23,17.4,26.3,10.7,62,0.0,15.0,986.0,Amritsar
2023-02-24,17.2,26.5,9.5,54,0.0,12.9,987.3,Amritsar
2023-02-25,18.8,26.8,10.8,64,0.0,8.7,988.8,Amritsar
2023-02-26,17.9,25.5,11.8,75,3.1,9.9,991.1,Amritsar
2023-02-27,18.6,27.1,11.0,64,0.2,10.9,990.7,Amritsar
2023-02-28,17.6,22.2,12.9,67,5.9,16.2,991.5,Amritsar
2023-03-01,18.9,25.1,14.4,72,1.1,14.3,993.2,Amritsar
2023-03-02,19.3,26.8,14.7,70,1.4,15.3,992.8,Amritsar
2023-03-03,19.0,26.8,12.6,67,0.2,9.2,992.8,Amritsar
2023-03-04,19.3,26.5,12.9,65,0.0,11.3,992.4,Amritsar
2023-03-05,19.2,26.8,12.7,64,0.3,10.8,991.4,Amritsar
2023-03-06,19.9,28.1,13.1,58,0.0,10.2,988.7,Amritsar
2023-03-07,20.6,28.7,13.0,50,0.0,9.7,988.3,Amritsar
2023-03-08,20.1,28.5,13.8,57,0.0,9.5,989.1,Amritsar
2023-03-09,20.9,28.5,13.2,59,0.0,10.1,989.7,Amritsar
2023-03-10,21.5,29.3,13.2,58,0.0,11.9,988.4,Amritsar
2023-03-11,21.9,29.8,14.5,62,0.0,10.0,988.0,Amritsar
2023-03-12,21.8,30.2,15.2,67,0.1,18.9,987.9,Amritsar
2023-03-13,21.5,29.8,14.8,69,0.4,13.7,986.7,Amritsar
2023-03-14,22.0,30.7,14.7,63,0.0,12.0,983.6,Amritsar
2023-03-15,22.4,30.0,14.6,63,0.0,11.0,982.4,Amritsar
2023-03-16,21.3,29.0,15.8,72,1.0,16.1,983.4,Amritsar
2023-03-17,18.4,22.8,15.7,76,1.3,21.6,986.2,Amritsar
2023-03-18,18.2,23.6,14.7,78,6.4,15.5,985.0,Amritsar
2023-03-19,18.0,24.7,13.1,81,2.7,13.5,982.6,Amritsar
2023-03-20,18.0,23.6,15.2,85,14.7,12.0,981.2,Amritsar
2023-03-21,18.1,24.2,13.2,79,0.8,8.3,982.3,Amritsar
2023-03-22,18.8,25.0,13.2,79,0.0,9.9,983.7,Amritsar
2023-03-23,19.0,24.3,13.8,78,0.8,11.0,982.7,Amritsar
