date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_max,surface_pressure_mean,area
2023-07-08,27.4,29.7,25.0,88,27.2,20.6,978.3,Bathinda
2023-07-09,28.7,33.5,24.7,78,5.3,11.9,977.1,Bathinda
2023-07-10,28.4,32.0,25.8,82,0.5,13.3,978.0,Bathinda
2023-07-11,29.7,35.1,24.9,76,0.3,11.8,977.8,Bathinda
2023-07-12,31.0,35.9,26.3,72,0.0,12.5,977.2,Bathinda
2023-07-13,30.3,35.6,26.8,75,0.3,14.8,977.1,Bathinda
2023-07-14,30.6,35.5,27.2,75,0.2,10.4,977.8,Bathinda
2023-07-15,31.5,36.5,27.8,69,0.1,11.5,976.7,Bathinda
2023-07-16,30.6,36.6,27.8,76,3.7,15.9,977.1,Bathinda
2023-07-17,30.8,35.4,26.9,74,2.1,12.4,976.4,Bathinda
2023-07-18,30.9,35.5,28.0,75,0.1,15.5,976.0,Bathinda
2023-07-19,29.7,34.6,27.0,79,1.3,18.2,976.5,Bathinda
2023-07-20,31.0,35.4,27.2,76,6.3,11.2,976.8,Bathinda
2023-07-21,31.5,36.6,28.5,77,7.3,11.0,978.0,Bathinda
2023-07-22,29.8,33.2,26.3,81,16.4,32.4,980.6,Bathinda
2023-07-23,31.3,35.2,28.1,72,0.5,15.9,980.9,Bathinda
2023-07-24,31.4,35.3,28.6,73,0.5,17.2,978.6,Bathinda
2023-07-25,30.9,35.9,28.1,77,0.1,14.3,978.4,Bathinda
2023-07-26,29.3,33.2,25.7,81,17.5,15.7,979.8,Bathinda
2023-07-27,29.4,33.4,27.6,80,2.1,11.3,979.1,Bathinda
2023-07-28,29.0,33.2,25.5,81,3.9,11.2,976.9,Bathinda
2023-07-29,28.6,32.7,25.6,84,1.7,14.8,976.0,Bathinda
2023-07-30,29.5,34.0,25.6,78,0.8,8.0,975.9,Bathinda
2023-07-31,31.0,34.6,27.0,73,3.2,9.7,975.3,Bathinda
2023-08-01,31.3,35.6,27.3,72,1.0,15.7,974.4,Bathinda
2023-08-02,31.6,36.0,28.2,71,2.6,16.3,974.6,Bathinda
2023-08-03,31.4,36.1,25.7,71,3.9,12.6,975.1,Bathinda
2023-08-04,32.4,37.0,29.4,64,0.2,11.0,977.0,Bathinda
2023-08-05,32.4,37.3,28.3,65,0.7,13.8,978.5,Bathinda
2023-08-06,31.7,36.4,27.2,67,3.1,17.5,975.6,Bathinda
2023-08-07,32.4,37.1,28.3,58,0.0,19.2,973.2,Bathinda
2023-08-08,32.2,36.2,28.9,62,0.2,22.3,974.6,Bathinda
2023-08-09,32.4,36.6,28.8,62,0.4,17.7,978.1,Bathinda
2023-08-10,32.2,37.2,29.3,62,0.0,17.2,979.5,Bathinda
2023-08-11,32.9,37.7,28.6,56,0.3,14.8,979.6,Bathinda
2023-08-12,33.2,38.0,29.1,52,0.0,16.6,977.5,Bathinda
2023-08-13,33.1,38.0,28.8,55,0.0,17.1,974.9,Bathinda
2023-08-14,32.6,36.4,29.3,54,0.0,19.3,978.5,Bathinda
2023-08-15,32.0,36.7,27.8,61,0.4,14.1,980.0,Bathinda
2023-08-16,32.9,38.1,28.5,59,0.0,12.8,979.9,Bathinda
2023-08-17,33.6,38.2,29.1,52,0.0,14.1,979.1,Bathinda
2023-08-18,33.6,39.1,28.6,54,0.0,9.0,979.3,Bathinda
2023-08-19,32.2,36.7,29.1,67,0.9,14.1,980.0,Bathinda
2023-08-20,32.3,36.6,28.3,69,7.0,10.4,980.4,Bathinda
2023-08-21,33.8,38.4,29.4,62,0.6,9.7,978.8,Bathinda
2023-08-22,35.2,40.3,30.5,55,0.0,15.3,976.2,Bathinda
2023-08-23,33.7,38.1,29.0,55,0.0,19.7,974.9,Bathinda
2023-08-24,31.8,36.3,28.6,59,0.0,13.6,975.0,Bathinda
2023-08-25,32.1,36.7,28.5,58,0.0,14.6,975.3,Bathinda
2023-08-26,30.3,35.6,26.2,64,0.5,16.7,977.6,Bathinda
2023-08-27,31.7,36.2,27.7,59,0.0,12.9,977.6,Bathinda
2023-08-28,30.2,34.7,26.2,63,7.5,13.6,977.4,Bathinda
2023-08-29,31.6,37.0,26.9,57,0.0,13.7,979.8,Bathinda
2023-08-30,31.8,37.6,26.1,55,0.0,8.7,981.5,Bathinda
2023-08-31,32.5,38.0,27.4,52,0.0,10.2,982.1,Bathinda
2023-09-01,33.1,38.7,28.2,47,0.0,14.3,981.8,Bathinda
2023-09-02,32.0,37.4,27.0,49,0.0,18.3,980.9,Bathinda
2023-09-03,31.1,36.6,26.8,51,0.0,16.2,979.7,Bathinda
2023-09-04,31.2,36.7,25.9,54,0.0,13.4,979.3,Bathinda
2023-09-05,31.3,37.3,26.2,56,0.0,13.8,980.7,Bathinda
2023-09-06,31.6,37.7,26.1,57,0.0,10.1,981.4,Bathinda
2023-09-07,32.0,38.3,26.5,55,0.0,11.0,980.7,Bathinda
2023-09-08,31.7,36.7,26.4,57,0.0,11.0,980.5,Bathinda
2023-09-09,31.5,36.3,27.4,62,0.0,12.0,979.8,Bathinda
2023-09-10,30.1,34.6,26.5,68,0.4,12.8,978.4,Bathinda
2023-09-11,30.7,35.7,26.2,64,0.0,10.2,978.7,Bathinda
2023-09-12,31.5,36.0,27.5,61,0.0,8.4,978.8,Bathinda
2023-09-13,31.8,36.0,28.5,67,0.6,11.9,978.7,Bathinda
2023-09-14,32.1,35.8,28.6,65,1.0,14.2,980.0,Bathinda
2023-09-15,30.1,33.1,27.7,75,17.9,20.4,981.2,Bathinda
2023-09-16,30.1,35.0,26.7,73,1.1,13.4,981.2,Bathinda
2023-09-17,28.2,32.2,25.3,79,5.1,21.8,979.9,Bathinda
2023-09-18,28.1,32.6,25.3,77,1.6,23.1,980.0,Bathinda
2023-09-19,28.0,32.3,25.4,79,0.4,14.3,982.6,Bathinda
2023-09-20,28.9,33.7,24.5,77,1.0,12.1,983.0,Bathinda
2023-09-21,29.6,33.9,26.0,74,0.8,21.5,982.1,Bathinda
2023-09-22,29.6,34.4,26.3,73,2.3,16.5,982.0,Bathinda
2023-09-23,29.0,33.9,24.6,74,2.2,17.4,982.7,Bathinda
2023-09-24,28.5,33.5,25.2,75,1.0,14.7,982.3,Bathinda
2023-09-25,27.9,32.4,24.2,73,0.1,11.0,982.9,Bathinda
2023-09-26,27.9,33.0,24.0,72,0.0,8.2,984.4,Bathinda
2023-09-27,27.9,33.8,23.0,64,0.0,12.6,984.2,Bathinda
2023-09-28,27.6,34.3,22.0,59,0.0,9.4,983.3,Bathinda
2023-09-29,27.9,34.5,22.3,57,0.0,11.4,983.0,Bathinda
2023-09-30,27.6,34.0,22.3,60,0.0,11.6,983.6,Bathinda
2023-10-01,26.4,34.1,20.5,55,0.0,10.5,983.0,Bathinda
2023-10-02,27.1,33.5,19.3,39,0.0,12.0,983.7,Bathinda
2023-10-03,27.1,34.4,21.2,46,0.0,14.5,984.4,Bathinda
2023-10-04,26.5,34.4,20.7,54,0.0,11.4,984.5,Bathinda
2023-10-05,27.4,34.5,20.6,49,0.0,10.4,983.5,Bathinda
2023-10-06,26.7,34.8,19.8,57,0.0,9.8,981.9,Bathinda
2023-10-07,28.7,35.2,23.0,60,0.0,12.7,983.1,Bathinda
2023-10-08,29.3,35.2,24.0,67,0.0,11.8,983.9,Bathinda
2023-10-09,29.2,35.2,24.0,61,0.0,10.8,984.2,Bathinda
2023-10-10,27.5,33.6,21.8,59,0.0,18.1,986.3,Bathinda
2023-10-11,26.0,32.5,20.4,60,0.0,11.3,987.3,Bathinda
2023-10-12,26.6,32.5,21.8,55,0.0,7.9,988.1,Bathinda
2023-10-13,27.1,33.9,20.8,59,0.0,11.7,988.5,Bathinda
2023-10-14,27.1,33.7,21.9,62,0.1,15.9,987.8,Bathinda
2023-10-15,25.7,31.3,20.7,59,0.8,15.9,986.2,Bathinda
2023-10-16,23.0,28.1,21.0,71,1.6,17.1,987.1,Bathinda
2023-10-17,21.8,27.3,18.6,71,1.1,15.3,991.2,Bathinda
2023-10-18,20.7,26.9,16.3,69,0.0,11.1,992.2,Bathinda
2023-10-19,21.0,27.4,16.0,67,0.0,10.3,991.3,Bathinda
2023-10-20,21.8,28.4,16.5,65,0.0,9.0,991.6,Bathinda
2023-10-21,22.6,28.8,16.8,67,0.3,10.8,991.9,Bathinda
2023-10-22,22.6,28.8,18.3,70,0.1,12.4,992.4,Bathinda
2023-10-23,22.9,29.5,17.4,67,0.0,13.0,991.1,Bathinda
2023-10-24,22.4,29.2,17.3,67,0.1,17.0,990.5,Bathinda
2023-10-25,22.5,29.6,16.7,67,0.0,10.7,991.2,Bathinda
2023-10-26,23.1,30.7,16.5,59,0.0,11.1,990.6,Bathinda
2023-10-27,23.1,30.4,16.5,61,0.0,10.5,989.4,Bathinda
2023-10-28,23.3,30.5,17.8,59,0.0,9.7,989.5,Bathinda
2023-10-29,23.9,30.5,17.3,62,0.0,9.0,989.9,Bathinda
2023-10-30,24.1,30.5,18.5,66,0.1,9.6,990.8,Bathinda
2023-10-31,24.3,30.7,18.6,66,0.0,8.6,992.0,Bathinda
2023-11-01,23.6,30.0,18.2,66,0.0,9.4,992.7,Bathinda
2023-11-02,22.7,29.4,18.3,73,0.0,13.7,991.1,Bathinda
2023-11-03,21.8,29.5,17.7,69,2.6,24.2,988.7,Bathinda
2023-11-04,22.3,29.8,16.5,62,0.0,10.7,989.0,Bathinda
2023-11-05,22.5,29.3,16.1,57,0.0,9.7,990.3,Bathinda
2023-11-06,22.0,29.3,15.1,55,0.0,10.4,991.7,Bathinda
2023-11-07,22.7,29.7,16.7,59,0.0,13.3,991.1,Bathinda
2023-11-08,22.1,29.2,16.7,68,0.0,9.6,990.2,Bathinda
2023-11-09,21.8,29.1,16.1,66,0.0,8.7,989.9,Bathinda
2023-11-10,19.0,24.9,15.0,76,10.0,20.7,991.8,Bathinda
2023-11-11,18.0,24.3,13.9,81,0.0,9.1,994.6,Bathinda
2023-11-12,18.5,25.3,13.7,72,0.0,10.9,994.3,Bathinda
2023-11-13,18.7,25.6,13.2,71,0.0,9.7,994.0,Bathinda
2023-11-14,19.0,25.6,13.4,71,0.0,8.4,993.7,Bathinda
2023-11-15,18.6,26.1,12.6,70,0.0,9.7,993.3,Bathinda
2023-11-16,19.4,26.2,13.5,67,0.0,9.3,994.2,Bathinda
2023-11-17,20.2,27.6,13.9,67,0.0,12.4,994.1,Bathinda
2023-11-18,19.5,26.8,14.1,65,0.0,9.0,992.2,Bathinda
2023-11-19,19.4,26.6,13.3,66,0.0,9.4,992.9,Bathinda
2023-11-20,19.2,25.9,13.5,64,0.0,9.3,993.5,Bathinda
2023-11-21,18.5,25.1,13.3,60,0.0,13.0,992.8,Bathinda
2023-11-22,18.0,25.5,12.8,62,0.0,10.5,990.1,Bathinda
2023-11-23,17.7,25.4,10.8,63,0.0,10.5,989.4,Bathinda
2023-11-24,17.9,25.5,12.1,69,0.0,10.5,992.2,Bathinda
2023-11-25,17.9,24.7,11.4,71,0.0,9.4,992.9,Bathinda
2023-11-26,18.6,24.9,13.2,70,0.0,12.5,993.4,Bathinda
2023-11-27,17.3,20.9,14.8,75,1.7,13.8,991.6,Bathinda
2023-11-28,17.9,24.1,14.0,79,1.3,14.6,991.4,Bathinda
2023-11-29,18.6,24.3,13.6,75,0.0,7.9,991.5,Bathinda
2023-11-30,17.4,22.8,14.5,82,3.6,12.3,992.5,Bathinda
2023-12-01,17.0,23.6,13.7,81,0.0,9.2,993.7,Bathinda
2023-12-02,17.2,24.5,12.0,73,0.0,9.8,993.3,Bathinda
2023-12-03,17.4,24.2,11.6,71,0.0,9.9,993.5,Bathinda
2023-12-04,16.9,23.3,11.2,71,0.0,9.5,992.4,Bathinda
2023-12-05,16.2,22.9,11.0,77,0.0,9.0,992.3,Bathinda
2023-12-06,16.5,24.2,11.5,73,0.0,12.3,992.7,Bathinda
2023-12-07,16.4,24.4,10.6,73,0.0,10.3,991.9,Bathinda
2023-12-08,16.8,23.7,11.8,66,0.0,10.1,991.3,Bathinda
2023-12-09,16.0,23.9,9.4,68,0.0,10.9,992.2,Bathinda
2023-12-10,15.3,23.3,9.3,69,0.0,11.6,990.4,Bathinda
2023-12-11,15.3,22.4,9.1,67,0.0,9.8,990.4,Bathinda
2023-12-12,15.4,23.0,9.8,65,0.0,10.8,990.0,Bathinda
2023-12-13,14.7,22.4,8.4,69,0.0,9.9,992.2,Bathinda
2023-12-14,14.8,22.0,8.8,72,0.0,10.2,993.0,Bathinda
2023-12-15,14.8,21.7,7.8,67,0.0,9.2,994.0,Bathinda
2023-12-16,14.4,21.9,7.9,69,0.0,10.0,992.7,Bathinda
2023-12-17,14.4,21.4,8.7,73,0.0,9.5,994.2,Bathinda
2023-12-18,14.1,21.7,8.9,67,0.0,16.0,995.8,Bathinda
2023-12-19,14.0,22.0,7.3,66,0.0,14.8,995.6,Bathinda
2023-12-20,13.9,22.4,7.7,66,0.0,10.9,994.8,Bathinda
2023-12-21,13.8,22.0,7.0,68,0.0,10.6,993.4,Bathinda
2023-12-22,14.3,21.8,7.3,71,0.0,10.5,993.1,Bathinda
2023-12-23,15.2,23.1,9.1,76,0.0,15.7,995.2,Bathinda
2023-12-24,14.9,22.8,8.5,77,0.0,10.1,996.9,Bathinda
2023-12-25,15.1,23.6,10.1,81,0.0,9.8,994.8,Bathinda
2023-12-26,15.6,23.7,10.0,75,0.0,10.0,994.3,Bathinda
2023-12-27,14.5,22.7,8.7,81,0.0,9.9,996.0,Bathinda
2023-12-28,13.3,21.1,9.9,89,0.0,9.0,994.3,Bathinda
2023-12-29,12.2,18.8,8.8,91,0.0,9.7,995.3,Bathinda
2023-12-30,10.8,17.3,7.2,91,0.0,8.6,994.3,Bathinda
2023-12-31,9.6,16.4,6.4,89,0.0,9.7,994.1,Bathinda
2024-01-01,9.3,16.3,5.4,90,0.0,7.6,994.4,Bathinda
2024-01-02,8.8,15.1,5.2,90,0.0,8.6,993.7,Bathinda
2024-01-03,9.6,15.6,5.0,85,0.0,9.5,993.6,Bathinda
2024-01-04,8.6,16.4,4.3,85,0.0,9.0,993.7,Bathinda
2024-01-05,8.6,15.1,5.0,87,0.0,8.7,993.9,Bathinda
2024-01-06,8.9,16.9,4.3,87,0.0,11.5,995.3,Bathinda
2024-01-07,9.3,16.6,4.4,88,0.0,9.4,995.8,Bathinda
2024-01-08,9.8,16.7,5.3,87,0.0,8.9,995.4,Bathinda
2024-01-09,8.9,15.2,4.9,85,0.0,10.5,996.1,Bathinda
2024-01-10,8.2,16.0,3.3,87,0.0,11.5,994.6,Bathinda
2024-01-11,9.2,15.9,4.8,90,0.0,8.3,994.7,Bathinda
2024-01-12,8.9,16.2,4.6,91,0.0,10.8,993.5,Bathinda
2024-01-13,9.0,17.4,5.1,89,0.0,9.4,992.5,Bathinda
2024-01-14,8.6,15.6,5.2,89,0.0,10.4,993.4,Bathinda
2024-01-15,8.5,14.6,5.1,90,0.0,7.7,992.7,Bathinda
2024-01-16,8.2,15.1,4.8,90,0.0,7.9,990.3,Bathinda
2024-01-17,8.9,16.7,4.6,90,0.0,10.3,990.4,Bathinda
2024-01-18,9.3,16.1,4.6,91,0.0,9.7,992.4,Bathinda
2024-01-19,9.2,15.8,5.0,91,0.0,10.6,993.6,Bathinda
2024-01-20,9.5,16.7,4.9,88,0.0,10.7,994.4,Bathinda
2024-01-21,8.2,15.5,3.9,90,0.0,9.3,994.0,Bathinda
2024-01-22,7.6,14.9,1.8,89,0.0,10.7,994.3,Bathinda
2024-01-23,8.9,16.3,3.8,88,0.0,9.0,994.2,Bathinda
2024-01-24,9.0,16.6,5.3,90,0.0,8.4,994.4,Bathinda
2024-01-25,8.9,14.7,4.8,90,0.0,10.2,996.2,Bathinda
2024-01-26,10.7,17.9,6.1,87,0.0,8.6,996.8,Bathinda
2024-01-27,12.4,19.8,6.2,82,0.0,10.8,995.3,Bathinda
2024-01-28,12.9,19.3,7.6,82,0.0,9.7,992.9,Bathinda
2024-01-29,13.6,20.4,9.1,87,0.0,9.7,993.5,Bathinda
2024-01-30,13.2,19.9,8.5,89,0.0,10.3,992.2,Bathinda
2024-01-31,13.9,18.4,10.5,92,24.9,14.5,990.5,Bathinda
2024-02-01,14.5,20.0,9.4,79,11.8,18.7,990.1,Bathinda
2024-02-02,12.6,18.5,9.4,85,0.0,9.7,995.6,Bathinda
2024-02-03,13.7,18.4,9.4,70,0.2,13.8,993.3,Bathinda
2024-02-04,13.2,16.4,10.6,85,15.2,14.8,991.3,Bathinda
2024-02-05,11.6,17.4,8.5,86,0.0,10.5,993.9,Bathinda
2024-02-06,11.5,18.0,5.7,74,0.0,10.7,995.3,Bathinda
2024-02-07,11.6,18.4,5.5,73,0.0,17.0,996.3,Bathinda
2024-02-08,13.2,19.7,8.5,66,0.0,19.7,994.9,Bathinda
2024-02-09,13.5,21.2,7.3,69,0.0,11.3,993.8,Bathinda
2024-02-10,13.2,20.9,6.6,72,0.0,10.5,996.8,Bathinda
2024-02-11,14.2,21.2,7.3,70,0.0,10.5,996.5,Bathinda
2024-02-12,14.4,20.7,7.5,70,0.0,9.7,995.3,Bathinda
2024-02-13,14.5,20.6,8.7,70,0.0,8.8,994.7,Bathinda
2024-02-14,14.9,22.4,8.7,71,0.0,11.4,994.6,Bathinda
2024-02-15,15.9,23.2,8.7,66,0.0,10.9,995.2,Bathinda
2024-02-16,16.5,23.5,8.0,62,0.0,9.6,995.5,Bathinda
2024-02-17,16.7,24.2,10.7,63,0.0,9.1,990.8,Bathinda
2024-02-18,18.2,26.6,10.4,64,0.0,21.1,986.4,Bathinda
2024-02-19,19.9,26.1,16.5,60,0.5,26.3,983.2,Bathinda
2024-02-20,17.2,24.2,12.1,69,0.0,17.3,985.3,Bathinda
2024-02-21,15.5,22.4,10.0,67,0.0,13.6,986.9,Bathinda
2024-02-22,14.6,21.7,8.4,62,0.0,11.0,989.6,Bathinda
2024-02-23,14.6,21.2,9.0,54,0.0,12.1,991.6,Bathinda
2024-02-24,14.5,21.7,7.7,51,0.0,11.7,991.8,Bathinda
2024-02-25,14.8,22.3,7.9,51,0.0,10.8,994.4,Bathinda
2024-02-26,16.3,22.9,10.3,47,0.0,11.8,994.1,Bathinda
2024-02-27,15.8,20.1,11.6,62,1.9,15.4,994.4,Bathinda
2024-02-28,15.6,23.2,9.8,66,0.0,15.5,992.4,Bathinda
2024-02-29,17.3,25.1,9.9,63,0.0,10.5,990.5,Bathinda
2024-03-01,18.8,23.0,14.3,59,1.5,27.7,988.8,Bathinda
2024-03-02,18.9,24.3,14.1,66,3.1,29.0,984.0,Bathinda
2024-03-03,13.0,20.2,6.4,40,0.0,18.8,987.4,Bathinda
2024-03-04,12.4,19.3,6.5,54,0.0,13.7,992.7,Bathinda
2024-03-05,13.3,19.8,7.9,51,0.0,12.2,993.5,Bathinda
2024-03-06,14.4,22.3,7.1,53,0.0,11.6,990.9,Bathinda
2024-03-07,16.6,23.8,9.6,53,0.0,11.9,990.8,Bathinda
2024-03-08,16.6,23.9,10.3,56,0.0,12.6,992.0,Bathinda
2024-03-09,16.9,25.2,10.3,53,0.0,16.1,991.6,Bathinda
2024-03-10,19.4,27.0,11.7,49,0.0,11.0,990.6,Bathinda
2024-03-11,19.8,27.3,12.3,51,0.0,26.0,992.2,Bathinda
2024-03-12,19.7,27.1,12.3,56,0.0,12.0,990.8,Bathinda
2024-03-13,17.9,22.8,13.0,62,1.1,15.8,987.7,Bathinda
2024-03-14,19.0,26.8,11.9,59,0.0,14.2,991.4,Bathinda
2024-03-15,18.8,26.5,12.9,47,0.0,14.3,990.4,Bathinda
2024-03-16,19.2,27.7,12.2,48,0.0,10.6,991.6,Bathinda
2024-03-17,20.3,28.4,12.4,47,0.0,13.4,991.3,Bathinda
2024-03-18,20.5,29.4,12.7,51,0.0,15.5,989.3,Bathinda
2024-03-19,22.0,29.9,14.0,48,0.0,14.0,989.0,Bathinda
2024-03-20,21.8,30.3,13.4,54,0.0,12.3,989.6,Bathinda
2024-03-21,22.7,29.2,17.1,57,0.0,16.6,988.1,Bathinda
2024-03-22,23.7,30.7,18.9,59,0.0,18.5,985.6,Bathinda
2024-03-23,24.3,31.9,17.8,55,0.0,10.8,985.0,Bathinda
2024-03-24,23.3,30.0,17.4,55,0.4,14.8,987.1,Bathinda
2024-03-25,23.8,31.3,16.3,57,0.0,13.2,988.9,Bathinda
2024-03-26,25.5,33.1,18.7,51,0.0,11.8,987.2,Bathinda
2024-03-27,26.2,33.5,20.9,55,0.4,21.0,989.4,Bathinda
2024-03-28,25.8,32.5,20.4,57,0.0,19.8,987.4,Bathinda
2024-03-29,25.5,32.9,18.5,59,0.0,14.7,985.5,Bathinda
2024-03-30,24.5,31.9,19.3,58,0.5,24.9,986.3,Bathinda
2024-03-31,23.7,30.3,17.8,57,0.0,15.2,988.3,Bathinda
2024-04-01,22.4,29.5,16.5,50,0.0,14.5,985.8,Bathinda
2024-04-02,23.8,31.0,17.8,41,0.0,10.8,984.1,Bathinda
2024-04-03,24.9,33.6,17.8,37,0.0,12.7,984.5,Bathinda
2024-04-04,26.6,34.1,18.8,36,0.0,11.6,985.2,Bathinda
2024-04-05,25.4,33.1,18.3,35,0.0,13.7,985.1,Bathinda
2024-04-06,25.5,33.0,17.3,30,0.0,15.8,984.9,Bathinda
2024-04-07,25.7,34.9,16.3,31,0.0,21.4,984.4,Bathinda
2024-04-08,26.3,34.7,18.8,29,0.0,12.4,985.5,Bathinda
2024-04-09,26.8,35.4,17.9,25,0.0,12.2,986.0,Bathinda
2024-04-10,27.7,36.7,18.1,26,0.0,16.3,985.8,Bathinda
2024-04-11,28.8,36.4,21.0,26,0.0,20.1,987.3,Bathinda
2024-04-12,29.4,37.5,21.1,25,0.0,15.6,986.1,Bathinda
2024-04-13,26.5,32.4,21.3,39,1.1,25.4,986.2,Bathinda
2024-04-14,25.1,32.2,20.2,57,1.5,21.4,988.1,Bathinda
2024-04-15,26.6,32.2,21.6,57,1.2,19.2,987.2,Bathinda
2024-04-16,26.2,32.9,19.8,54,0.0,18.3,987.6,Bathinda
2024-04-17,27.0,33.8,19.3,39,0.0,19.9,985.7,Bathinda
2024-04-18,29.4,36.2,21.4,33,0.0,22.2,983.0,Bathinda
2024-04-19,29.4,35.3,24.3,36,0.0,33.1,980.5,Bathinda
2024-04-20,26.9,33.1,20.7,48,0.0,17.4,981.8,Bathinda
2024-04-21,27.6,34.5,20.8,37,0.0,16.4,982.8,Bathinda
2024-04-22,28.5,35.4,20.8,29,0.0,19.3,983.1,Bathinda
2024-04-23,29.0,36.3,22.0,28,0.0,21.8,982.7,Bathinda
2024-04-24,28.4,35.3,21.0,31,0.0,18.2,982.7,Bathinda
2024-04-25,30.3,38.6,21.5,24,0.0,17.2,982.8,Bathinda
2024-04-26,30.8,39.5,23.0,26,0.0,15.7,980.7,Bathinda
2024-04-27,28.0,35.1,21.5,36,0.0,23.0,982.2,Bathinda
2024-04-28,28.9,35.7,21.5,35,0.0,16.6,983.6,Bathinda
2024-04-29,27.1,34.0,21.7,36,1.4,26.4,983.7,Bathinda
2024-04-30,25.8,33.7,17.7,42,0.0,24.8,982.5,Bathinda
2024-05-01,23.5,30.2,16.9,38,0.0,20.3,980.9,Bathinda
2024-05-02,26.2,34.0,17.5,33,0.0,16.3,981.7,Bathinda
2024-05-03,28.9,37.1,20.5,26,0.0,11.6,982.0,Bathinda
2024-05-04,31.3,38.5,23.9,26,0.0,16.3,982.0,Bathinda
2024-05-05,31.3,38.5,24.0,28,0.0,18.6,979.4,Bathinda
2024-05-06,32.3,39.6,24.1,27,0.0,18.6,980.0,Bathinda
2024-05-07,33.4,41.1,26.0,23,0.0,18.2,981.4,Bathinda
2024-05-08,33.2,40.9,24.2,24,0.0,16.3,981.2,Bathinda
2024-05-09,33.1,40.7,26.6,29,0.0,22.5,980.1,Bathinda
2024-05-10,32.6,41.5,27.0,37,0.0,23.1,981.3,Bathinda
2024-05-11,31.4,38.9,25.2,43,1.1,17.7,984.0,Bathinda
2024-05-12,31.0,38.2,24.7,38,0.0,22.8,983.9,Bathinda
2024-05-13,31.2,39.0,23.3,31,0.0,14.9,985.0,Bathinda
2024-05-14,31.6,39.2,24.2,27,0.0,19.2,984.8,Bathinda
2024-05-15,32.7,41.0,24.4,27,0.0,13.7,984.2,Bathinda
2024-05-16,34.0,42.2,24.8,24,0.0,15.8,983.5,Bathinda
2024-05-17,33.9,42.6,25.3,27,0.0,25.4,981.0,Bathinda
2024-05-18,35.5,43.6,27.2,22,0.0,20.4,978.6,Bathinda
2024-05-19,35.2,43.6,26.9,24,0.0,21.9,977.0,Bathinda
2024-05-20,35.4,43.7,27.0,23,0.0,21.5,977.3,Bathinda
2024-05-21,35.7,43.4,26.4,21,0.0,18.0,977.9,Bathinda
2024-05-22,35.8,43.8,27.5,26,0.0,16.6,977.7,Bathinda
2024-05-23,36.0,42.3,29.8,32,0.0,19.6,977.4,Bathinda
2024-05-24,36.4,43.1,30.9,31,0.0,17.3,977.5,Bathinda
2024-05-25,35.9,43.6,28.4,28,0.0,20.2,976.4,Bathinda
2024-05-26,36.7,44.9,27.7,24,0.0,19.3,974.4,Bathinda
2024-05-27,37.2,45.7,28.3,20,0.0,23.7,971.8,Bathinda
2024-05-28,37.4,46.0,27.7,15,0.0,13.8,969.7,Bathinda
2024-05-29,37.6,46.2,27.7,15,0.0,21.0,970.2,Bathinda
2024-05-30,37.3,45.9,28.8,14,0.0,16.7,973.8,Bathinda
2024-05-31,37.0,44.7,28.0,14,0.0,17.1,975.9,Bathinda
2024-06-01,37.3,44.3,31.6,19,0.0,30.7,976.9,Bathinda
2024-06-02,36.7,43.4,30.2,22,0.0,13.8,978.4,Bathinda
2024-06-03,37.0,44.9,29.5,20,0.0,18.3,977.3,Bathinda
2024-06-04,37.4,43.9,30.6,18,0.0,19.6,976.8,Bathinda
2024-06-05,35.5,39.8,31.5,25,0.2,20.3,978.4,Bathinda
2022-04-01,23.4,32.1,14.6,51,0.0,12.5,979.0,Jalandhar
2022-04-02,24.6,34.5,16.0,53,0.0,10.4,979.7,Jalandhar
2022-04-03,25.1,35.4,17.2,38,0.0,14.6,979.6,Jalandhar
2022-04-04,25.9,34.7,16.6,40,0.0,13.3,979.8,Jalandhar
2022-04-05,26.1,34.9,18.2,40,0.0,11.8,982.5,Jalandhar
2022-04-06,26.5,35.3,16.3,43,0.0,12.9,982.3,Jalandhar
2022-04-07,27.3,36.5,19.0,45,0.0,12.1,981.5,Jalandhar
2022-04-08,27.5,37.1,18.0,49,0.0,8.8,979.0,Jalandhar
2022-04-09,28.4,37.8,19.0,42,0.0,11.5,977.6,Jalandhar
2022-04-10,28.6,38.0,20.2,43,0.0,14.0,976.9,Jalandhar
2022-04-11,28.7,38.5,19.0,44,0.0,12.2,975.7,Jalandhar
2022-04-12,29.9,38.5,22.0,33,0.0,12.9,975.1,Jalandhar
2022-04-13,29.4,37.7,22.5,38,0.1,19.2,975.4,Jalandhar
2022-04-14,28.4,36.9,20.0,31,0.0,19.1,975.5,Jalandhar
2022-04-15,27.0,34.4,20.7,35,0.6,12.9,975.9,Jalandhar
2022-04-16,27.4,36.1,18.8,35,0.0,14.8,975.4,Jalandhar
2022-04-17,28.2,37.2,18.9,35,0.0,13.0,976.2,Jalandhar
2022-04-18,29.5,39.0,19.7,35,0.0,13.6,978.0,Jalandhar
2022-04-19,30.1,38.7,21.6,34,0.0,17.9,979.5,Jalandhar
2022-04-20,29.9,37.9,22.7,33,0.0,16.7,978.2,Jalandhar
2022-04-21,28.6,36.8,22.4,30,0.2,20.0,978.8,Jalandhar
2022-04-22,27.3,35.0,19.0,38,0.0,15.1,980.8,Jalandhar
